Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JEF9B003X4,Denali_v0100000002.mot 2F1607E1,4.850,53.510,'BG96MAR02A07M1G,'860640052384494,'89460800231121179850,23.47,32.7687692,6.753,23.652,-,PASS,2021.05.12 20:12:36,SST Denali#1(TEST HEAD 1),'5210325006754,71064,2021.05.12 20:05:46,2021.05.12 20:12:36,'00:06:50,'OK,E0022500E3FE0AA7,4109534,'0000000007,3.669,OK,OK,OK,4,137,24.81,70.84,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B002Q4,Denali_v0100000002.mot 2F1607E1,4.866,53.922,'BG96MAR02A07M1G,'860640052294396,'89460800231121181252,8.28,32.7682714,7.003,28.465,-,PASS,2021.05.12 17:03:52,SST Denali#1(TEST HEAD 2),'5210325006795,36254,2021.05.12 16:59:05,2021.05.12 17:03:52,'00:04:47,'OK,E0022500E3FBD44A,4106365,'0000000007,3.663,OK,OK,OK,5,125,25.44,63.51,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B000P4,Denali_v0100000002.mot 2F1607E1,4.867,52.855,'BG96MAR02A07M1G,'860640052460708,'89460800231121184348,11.45,32.7683752,6.946,27.274,-,PASS,2021.05.12 15:14:35,SST Denali#1(TEST HEAD 2),'5210325005979,36254,2021.05.12 15:05:22,2021.05.12 15:14:35,'00:09:13,'OK,E0022500E409831E,4106157,'0000000007,3.678,OK,OK,OK,5,130,25.68,66.36,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00514,Denali_v0100000002.mot 2F1607E1,4.851,51.792,'BG96MAR02A07M1G,'860640052294552,'89460800231121178266,24.17,32.7687921,6.883,26.757,-,PASS,2021.05.12 10:05:38,SST Denali#1(TEST HEAD 3),'5210325006316,36254,2021.05.12 09:58:24,2021.05.12 10:05:38,'00:07:14,'OK,E0022500E4050661,4126052,'0000000007,3.670,OK,OK,OK,4,117,24.46,72.68,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005P4,Denali_v0100000002.mot 2F1607E1,4.867,53.040,'BG96MAR02A07M1G,'860640052440833,'89460800231121177847,4.87,32.7681597,7.051,29.241,-,PASS,2021.05.12 09:55:03,SST Denali#1(TEST HEAD 2),'5210325006081,36254,2021.05.12 09:47:11,2021.05.12 09:55:03,'00:07:52,'OK,E0022500E41FA185,4126288,'0000000007,3.672,OK,OK,OK,4,121,24.52,74.44,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B009Y4,Denali_v0100000002.mot 2F1607E1,4.852,53.121,'BG96MAR02A07M1G,'860640052396951,'89460800231121178449,8.93,32.7682925,6.868,33.329,-,PASS,2021.05.12 14:51:18,SST Denali#1(TEST HEAD 4),'5210325006518,36254,2021.05.12 14:42:10,2021.05.12 14:51:18,'00:09:08,'OK,E0022500E3FDD099,4107422,'0000000007,3.658,OK,OK,OK,5,183,25.98,62.01,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00984,Denali_v0100000002.mot 2F1607E1,4.852,52.568,'BG96MAR02A07M1G,'860640052462183,'89460800231121182755,6.02,32.7681971,6.161,33.847,-,PASS,2021.05.12 18:25:59,SST Denali#1(TEST HEAD 4),'5210325006410,36254,2021.05.12 18:20:20,2021.05.12 18:25:59,'00:05:39,'OK,E0022500E415A921,4105972,'0000000007,3.688,OK,OK,OK,4,175,25.30,65.07,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B001H4,Denali_v0100000002.mot 2F1607E1,4.844,53.591,'BG96MAR02A07M1G,'860640052380492,'89460800231121184652,3.63,32.7681189,5.387,24.169,-,PASS,2021.05.12 13:23:20,SST Denali#1(TEST HEAD 1),'5210325006816,36254,2021.05.12 13:16:37,2021.05.12 13:23:20,'00:06:43,'OK,E0022500E4060B74,4114503,'0000000007,3.666,OK,OK,OK,4,144,24.85,69.50,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00354,Denali_v0100000002.mot 2F1607E1,4.848,62.332,'BG96MAR02A07M1G,'860640052460781,'89460800231121184785,32.53,32.7690661,7.017,32.294,-,PASS,2021.05.12 19:35:50,SST Denali#1(TEST HEAD 1),'5210325005882,36254,2021.05.12 19:30:39,2021.05.12 19:35:50,'00:05:11,'OK,E0022500E4126CF8,4105865,'0000000007,3.660,OK,OK,OK,3,140,25.35,67.34,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B009M4,Denali_v0100000002.mot 2F1607E1,4.851,52.715,'BG96MAR02A07M1G,'860640052459908,'89460800231121183944,14.04,32.7684601,6.980,27.688,-,PASS,2021.05.12 18:34:43,SST Denali#1(TEST HEAD 3),'5210325006761,36254,2021.05.12 18:30:00,2021.05.12 18:34:43,'00:04:43,'OK,E0022500E4091710,4105510,'0000000007,3.669,OK,OK,OK,5,120,25.08,66.61,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B005X4,Denali_v0100000002.mot 2F1607E1,4.852,53.573,'BG96MAR02A07M1G,'860640052417344,'89460800231121176625,41.36,32.7693552,6.879,28.258,-,PASS,2021.05.12 20:22:05,SST Denali#1(TEST HEAD 3),'5210325006741,71064,2021.05.12 20:15:41,2021.05.12 20:22:05,'00:06:24,'OK,E0022500E3FAAF72,4109670,'0000000007,3.667,OK,OK,OK,4,114,25.12,70.19,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005V4,Denali_v0100000002.mot 2F1607E1,4.844,52.830,'BG96MAR02A07M1G,'860640052459502,'89460800231121178738,10.68,32.7683500,6.887,25.411,-,PASS,2021.05.12 13:15:57,SST Denali#1(TEST HEAD 1),'5210325005977,36254,2021.05.12 13:08:05,2021.05.12 13:15:57,'00:07:52,'OK,E0022500E415AF9A,4114600,'0000000007,3.663,OK,OK,OK,3,127,24.74,70.32,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00364,Denali_v0100000002.mot 2F1607E1,4.852,53.202,'BG96MAR02A07M1G,'860640052364512,'89460800231121182672,23.18,32.7687596,6.829,27.016,-,PASS,2021.05.12 19:40:12,SST Denali#1(TEST HEAD 3),'5210325005957,36254,2021.05.12 19:35:12,2021.05.12 19:40:12,'00:05:00,'OK,E0022500E40684C7,4106475,'0000000007,3.664,OK,OK,OK,4,119,25.77,65.04,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00014,Denali_v0100000002.mot 2F1607E1,4.850,53.832,'BG96MAR02A07M1G,'860640052380310,'89460800231121177680,24.62,32.7688068,6.924,33.692,-,PASS,2021.05.12 14:27:10,SST Denali#1(TEST HEAD 4),'5210325005933,36254,2021.05.12 14:19:59,2021.05.12 14:27:10,'00:07:11,'OK,E0022500E41EF844,4108444,'0000000007,3.675,OK,OK,OK,5,171,25.83,63.69,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B009R4,Denali_v0100000002.mot 2F1607E1,4.867,52.228,'BG96MAR02A07M1G,'860640052462225,'89460800231121178142,15.61,32.7685115,6.767,32.139,-,PASS,2021.05.12 10:59:13,SST Denali#1(TEST HEAD 2),'5210325006409,36254,2021.05.12 10:52:30,2021.05.12 10:59:13,'00:06:43,'OK,E0022500E411F6A4,4125433,'0000000007,3.685,OK,OK,OK,5,133,25.07,71.54,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00BR4,Denali_v0100000002.mot 2F1607E1,4.849,53.138,'BG96MAR02A07M1G,'860640052459742,'89460800231121179397,25.03,32.7688201,6.778,30.379,-,PASS,2021.05.12 17:24:49,SST Denali#1(TEST HEAD 1),'5210325006488,36254,2021.05.12 17:18:23,2021.05.12 17:24:49,'00:06:26,'OK,E0022500E411F85C,4106132,'0000000007,3.666,OK,OK,OK,3,129,25.26,67.17,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B000Z4,Denali_v0100000002.mot 2F1607E1,4.852,52.421,'BG96MAR02A07M1G,'860640052393016,'89460800231121179314,18.56,32.7686081,6.485,34.934,-,PASS,2021.05.12 15:09:46,SST Denali#1(TEST HEAD 4),'5210325006519,36254,2021.05.12 15:02:22,2021.05.12 15:09:46,'00:07:24,'OK,E0022500E3FBE54D,4106052,'0000000007,3.666,OK,OK,OK,5,181,26.08,63.60,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B005N4,Denali_v0100000002.mot 2F1607E1,4.852,52.087,'BG96MAR02A07M1G,'860640052393297,'89460800231121175692,29.06,32.7689524,7.113,26.860,-,PASS,2021.05.12 20:34:37,SST Denali#1(TEST HEAD 1),'5210325006465,71064,2021.05.12 20:27:34,2021.05.12 20:34:37,'00:07:03,'OK,E0022500E4126FBF,4110373,'0000000007,3.683,OK,OK,OK,4,146,25.18,69.21,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00BP4,Denali_v0100000002.mot 2F1607E1,4.865,51.699,'BG96MAR02A07M1G,'860640052392232,'89460800231121179579,14.04,32.7684602,6.703,23.496,-,PASS,2021.05.12 10:51:51,SST Denali#1(TEST HEAD 2),'5210325006502,36254,2021.05.12 10:44:08,2021.05.12 10:51:51,'00:07:43,'OK,E0022500E3FDA9BF,4125483,'0000000007,3.689,OK,OK,OK,5,119,25.11,69.73,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B009E4,Denali_v0100000002.mot 2F1607E1,4.852,53.181,'BG96MAR02A07M1G,'860640052466440,'89460800231121179710,21.27,32.7686971,6.937,34.468,-,PASS,2021.05.12 14:41:35,SST Denali#1(TEST HEAD 4),'5210325006561,36254,2021.05.12 14:35:04,2021.05.12 14:41:35,'00:06:31,'OK,E0022500E410E63E,4107366,'0000000007,3.684,OK,OK,OK,5,177,25.82,64.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B005S4,Denali_v0100000002.mot 2F1607E1,4.843,52.684,'BG96MAR02A07M1G,'860640052363951,'89460800231121180270,12.04,32.7683946,7.146,28.672,-,PASS,2021.05.12 13:53:25,SST Denali#1(TEST HEAD 1),'5210325006627,36254,2021.05.12 13:46:24,2021.05.12 13:53:25,'00:07:01,'OK,E0022500E41573B5,4111556,'0000000007,3.684,OK,OK,OK,3,134,25.09,66.98,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000Q4,Denali_v0100000002.mot 2F1607E1,4.852,52.410,'BG96MAR02A07M1G,'860640052440866,'89460800231121177177,37.81,32.7692390,5.374,32.191,-,PASS,2021.05.12 21:01:21,SST Denali#1(TEST HEAD 1),'5210325006082,71064,2021.05.12 20:55:32,2021.05.12 21:01:21,'00:05:49,'OK,E0022500E41F9B86,4112540,'0000000007,3.684,OK,OK,OK,4,141,25.10,67.95,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B008H4,Denali_v0100000002.mot 2F1607E1,4.867,53.553,'BG96MAR02A07M1G,'860640052410398,'89460800231121170503,24.95,32.7688174,7.030,27.222,-,PASS,2021.05.12 15:22:56,SST Denali#1(TEST HEAD 2),'5210325006122,36254,2021.05.12 15:15:02,2021.05.12 15:22:56,'00:07:54,'OK,E0022500E412527D,4105431,'0000000007,3.672,OK,OK,OK,5,125,25.71,65.67,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B003J4,Denali_v0100000002.mot 2F1607E1,4.852,52.517,'BG96MAR02A07M1G,'860640052480847,'89460800231121170487,18.86,32.7686179,6.947,25.411,-,PASS,2021.05.12 15:18:51,SST Denali#1(TEST HEAD 4),'5210325006123,36254,2021.05.12 15:11:13,2021.05.12 15:18:51,'00:07:38,'OK,E0022500E4125040,4105844,'0000000007,3.693,OK,OK,OK,5,178,26.16,64.21,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B004C4,Denali_v0100000002.mot 2F1607E1,4.851,51.530,'BG96MAR02A07M1G,'860640052440643,'89460800231121170552,19.60,32.7686422,6.701,28.723,-,PASS,2021.05.12 15:18:50,SST Denali#1(TEST HEAD 3),'5210325006119,36254,2021.05.12 15:12:35,2021.05.12 15:18:50,'00:06:15,'OK,E0022500E4097077,4105706,'0000000007,3.666,OK,OK,OK,5,122,25.76,65.25,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005J4,Denali_v0100000002.mot 2F1607E1,4.851,51.488,'BG96MAR02A07M1G,'860640052403898,'89460800231121184918,34.31,32.7691244,6.960,20.288,-,PASS,2021.05.12 12:59:59,SST Denali#1(TEST HEAD 3),'5210325006109,36254,2021.05.12 12:51:50,2021.05.12 12:59:59,'00:08:09,'OK,E0022500E4057539,4116364,'0000000007,3.687,OK,OK,OK,5,120,24.85,67.02,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B004F4,Denali_v0100000002.mot 2F1607E1,4.852,52.884,'BG96MAR02A07M1G,'860640052440908,'89460800231121177862,15.74,32.7685159,6.835,34.364,-,PASS,2021.05.13 00:40:45,SST Denali#1(TEST HEAD 3),'5210325006079,71064,2021.05.13 00:32:33,2021.05.13 00:40:45,'00:08:12,'OK,E0022500E41FC059,4117368,'0000000007,3.679,OK,OK,OK,2,117,25.42,72.36,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B006C4,Denali_v0100000002.mot 2F1607E1,4.866,52.740,'BG96MAR02A07M1G,'860640052465798,'89460800231121179264,31.27,32.7690246,6.926,29.344,-,PASS,2021.05.12 10:05:38,SST Denali#1(TEST HEAD 2),'5210325006271,36254,2021.05.12 09:58:14,2021.05.12 10:05:38,'00:07:24,'OK,E0022500E415E839,4125447,'0000000007,3.676,OK,OK,OK,5,133,24.59,72.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B004M4,Denali_v0100000002.mot 2F1607E1,4.848,51.905,'BG96MAR02A07M1G,'860640052465806,'89460800231121179223,33.92,32.7691116,6.735,28.050,-,PASS,2021.05.12 19:18:24,SST Denali#1(TEST HEAD 1),'5210325006272,36254,2021.05.12 19:13:29,2021.05.12 19:18:24,'00:04:55,'OK,E0022500E415E6C1,4106318,'0000000007,3.685,OK,OK,OK,4,150,25.14,69.47,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B002G4,Denali_v0100000002.mot 2F1607E1,4.866,52.190,'BG96MAR02A07M1G,'860640052364470,'89460800231121175684,17.73,32.7685811,6.937,27.430,-,PASS,2021.05.12 20:38:42,SST Denali#1(TEST HEAD 2),'5210325006274,71064,2021.05.12 20:31:54,2021.05.12 20:38:42,'00:06:48,'OK,E0022500E4068C84,4110032,'0000000007,3.676,OK,OK,OK,3,114,25.35,69.45,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B004J4,Denali_v0100000002.mot 2F1607E1,4.866,52.718,'BG96MAR02A07M1G,'860640052363852,'89460800231121176385,42.21,32.7693833,6.807,24.014,-,PASS,2021.05.12 22:12:13,SST Denali#1(TEST HEAD 2),'5210325006263,71064,2021.05.12 22:04:52,2021.05.12 22:12:13,'00:07:21,'OK,E0022500E40904EE,4116643,'0000000007,3.669,OK,OK,OK,5,116,25.43,66.58,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B008D4,Denali_v0100000002.mot 2F1607E1,4.844,53.040,'BG96MAR02A07M1G,'860640052480342,'89460800231121179355,28.45,32.7689324,6.835,24.272,-,PASS,2021.05.12 12:59:54,SST Denali#1(TEST HEAD 1),'5210325006207,36254,2021.05.12 12:51:42,2021.05.12 12:59:54,'00:08:12,'OK,E0022500E41D1D85,4115948,'0000000007,3.673,OK,OK,OK,4,138,24.77,67.95,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B006A4,Denali_v0100000002.mot 2F1607E1,4.852,52.321,'BG96MAR02A07M1G,'860640052461904,'89460800231121175940,-1.54,32.7679494,6.787,32.501,-,PASS,2021.05.12 15:50:35,SST Denali#1(TEST HEAD 4),'5210325006215,36254,2021.05.12 15:43:40,2021.05.12 15:50:35,'00:06:55,'OK,E0022500E415AEE0,4105180,'0000000007,3.681,OK,OK,OK,5,171,26.35,60.04,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B009F4,Denali_v0100000002.mot 2F1607E1,4.851,52.427,'BG96MAR02A07M1G,'860640052275973,'89460800231121184314,12.26,32.7684018,6.882,27.636,-,PASS,2021.05.13 00:10:04,SST Denali#1(TEST HEAD 1),'5210325006223,71064,2021.05.13 00:03:14,2021.05.13 00:10:04,'00:06:50,'OK,E0022500E4116D28,4117396,'0000000007,3.690,OK,OK,OK,1,134,25.08,69.45,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B005K4,Denali_v0100000002.mot 2F1607E1,4.867,51.752,'BG96MAR02A07M1G,'860640052379767,'89460800231121179678,13.31,32.7684362,6.654,24.014,-,PASS,2021.05.12 13:15:58,SST Denali#1(TEST HEAD 2),'5210325006199,36254,2021.05.12 13:08:13,2021.05.12 13:15:58,'00:07:45,'OK,E0022500E41FA9C6,4115601,'0000000007,3.666,OK,OK,OK,5,126,24.85,70.12,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B003Y4,Denali_v0100000002.mot 2F1607E1,4.843,52.960,'BG96MAR02A07M1G,'860640052379932,'89460800231121181955,19.12,32.7686266,6.688,28.775,-,PASS,2021.05.12 15:22:55,SST Denali#1(TEST HEAD 1),'5210325006183,36254,2021.05.12 15:14:50,2021.05.12 15:22:55,'00:08:05,'OK,E0022500E41F4CAD,4106340,'0000000007,3.660,OK,OK,OK,3,129,25.61,66.88,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B007K4,Denali_v0100000002.mot 2F1607E1,4.851,53.185,'BG96MAR02A07M1G,'860640052476548,'89460800231121175924,19.96,32.7686540,6.986,24.428,-,PASS,2021.05.12 15:41:53,SST Denali#1(TEST HEAD 3),'5210325006191,36254,2021.05.12 15:35:06,2021.05.12 15:41:53,'00:06:47,'OK,E0022500E4120F19,4106342,'0000000007,3.690,OK,OK,OK,4,113,25.85,63.34,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00384,Denali_v0100000002.mot 2F1607E1,4.866,51.315,'BG96MAR02A07M1G,'860640052369396,'89460800231121185378,10.32,32.7683382,6.432,29.137,-,PASS,2021.05.12 21:33:48,SST Denali#1(TEST HEAD 2),'5210325006161,71064,2021.05.12 21:25:38,2021.05.12 21:33:48,'00:08:10,'OK,E0022500E3FE523F,4114267,'0000000007,3.666,OK,OK,OK,5,126,25.12,69.78,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00A94,Denali_v0100000002.mot 2F1607E1,4.852,52.282,'BG96MAR02A07M1G,'860640052462233,'89460800231121185352,34.18,32.7691199,6.826,31.104,-,PASS,2021.05.12 21:34:57,SST Denali#1(TEST HEAD 4),'5210325006164,71064,2021.05.12 21:28:12,2021.05.12 21:34:57,'00:06:45,'OK,E0022500E3FE5002,4115314,'0000000007,3.671,OK,OK,OK,5,183,25.49,68.48,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B004G4,Denali_v0100000002.mot 2F1607E1,4.865,52.935,'BG96MAR02A07M1G,'860640052379817,'89460800231121182060,27.22,32.7688921,6.653,22.875,-,PASS,2021.05.12 16:01:48,SST Denali#1(TEST HEAD 2),'5210325006171,36254,2021.05.12 15:53:39,2021.05.12 16:01:48,'00:08:09,'OK,E0022500E4235F55,4104812,'0000000007,3.687,OK,OK,OK,5,127,25.95,62.89,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00234,Denali_v0100000002.mot 2F1607E1,4.866,53.631,'BG96MAR02A07M1G,'860640052393867,'89460800231121185337,41.14,32.7693480,6.926,24.428,-,PASS,2021.05.13 00:18:19,SST Denali#1(TEST HEAD 2),'5210325006150,71064,2021.05.13 00:11:03,2021.05.13 00:18:19,'00:07:16,'OK,E0022500E41CC189,4117837,'0000000007,3.673,OK,OK,OK,2,124,25.41,70.31,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00034,Denali_v0100000002.mot 2F1607E1,4.851,52.524,'BG96MAR02A07M1G,'860640052456425,'89460800231121179082,21.96,32.7687195,6.786,26.136,-,PASS,2021.05.12 13:41:06,SST Denali#1(TEST HEAD 4),'5210325005993,36254,2021.05.12 13:33:51,2021.05.12 13:41:06,'00:07:15,'OK,E0022500E4154634,4111802,'0000000007,3.677,OK,OK,OK,5,177,25.46,64.84,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00C14,Denali_v0100000002.mot 2F1607E1,4.844,54.277,'BG96MAR02A07M1G,'860640052460641,'89460800231121178340,17.04,32.7685585,6.709,26.912,-,PASS,2021.05.12 12:49:25,SST Denali#1(TEST HEAD 1),'5210325006024,36254,2021.05.12 12:40:45,2021.05.12 12:49:25,'00:08:40,'OK,E0022500E40985A5,4118433,'0000000007,3.675,OK,OK,OK,4,138,24.75,67.88,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B009H4,Denali_v0100000002.mot 2F1607E1,4.848,53.427,'BG96MAR02A07M1G,'860640052366442,'89460800231121178662,16.48,32.7685401,7.020,26.912,-,PASS,2021.05.12 18:28:39,SST Denali#1(TEST HEAD 1),'5210325006007,36254,2021.05.12 18:22:40,2021.05.12 18:28:39,'00:05:59,'OK,E0022500E41FA8BC,4104510,'0000000007,3.682,OK,OK,OK,4,143,25.22,65.71,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B001E4,Denali_v0100000002.mot 2F1607E1,4.849,54.286,'BG96MAR02A07M1G,'860640052440916,'89460800231121177870,12.66,32.7684149,7.108,26.653,-,PASS,2021.05.12 10:51:52,SST Denali#1(TEST HEAD 3),'5210325006080,36254,2021.05.12 10:44:09,2021.05.12 10:51:52,'00:07:43,'OK,E0022500E41FC264,4125367,'0000000007,3.668,OK,OK,OK,4,112,24.92,70.37,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B005A4,Denali_v0100000002.mot 2F1607E1,4.866,52.314,'BG96MAR02A07M1G,'860640052365014,'89460800231121181294,25.47,32.7688346,6.797,24.324,-,PASS,2021.05.12 13:57:33,SST Denali#1(TEST HEAD 2),'5210325006063,36254,2021.05.12 13:50:11,2021.05.12 13:57:33,'00:07:22,'OK,E0022500E41F7493,4111229,'0000000007,3.670,OK,OK,OK,5,123,25.26,65.62,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B003J4,Denali_v0100000002.mot 2F1607E1,4.852,53.881,'BG96MAR02A07M1G,'860640052366509,'89460800231121179918,34.03,32.7691150,6.848,28.827,-,PASS,2021.05.12 20:29:54,SST Denali#1(TEST HEAD 4),'5210325006760,71064,2021.05.12 20:23:02,2021.05.12 20:29:54,'00:06:52,'OK,E0022500E3FDDB9D,4110530,'0000000007,3.674,OK,OK,OK,5,182,25.33,69.87,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEE9B00274,Denali_v0100000002.mot 2F1607E1,4.851,53.601,'BG96MAR02A07M1G,'860640052293778,'89460800231121176229,22.44,32.7687352,7.090,34.623,-,PASS,2021.05.12 20:36:59,SST Denali#1(TEST HEAD 3),'5210325006805,71064,2021.05.12 20:30:10,2021.05.12 20:36:59,'00:06:49,'OK,E0022500E3FE6CBA,4110955,'0000000007,3.679,OK,OK,OK,4,114,25.18,69.81,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
