Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
KD69H003Z4,application-v0.0.0.107.srec,5.45638,-,'BG95M3LAR02A03_0,'864593055258445,'89460800235135944720,-,-,6.74724,24.0532,,PASS,2022.04.04 14:04:32,SST Denali Nextgen#1,36027,2022.04.04 14:03:29,2022.04.04 14:04:32,'00:01:03,'2,-,OK,OK,OK,4,307,24.06,55.3,OK,-,-,-,-,-,-,'0001070000,
KD69H001N4,application-v0.0.0.107.srec,5.45624,-,'BG95M3LAR02A03_0,'864593055258528,'89460800235135943938,-,-,6.56983,25.7573,,PASS,2022.04.04 14:09:01,SST Denali Nextgen#1,36027,2022.04.04 14:07:58,2022.04.04 14:09:01,'00:01:03,'2,-,OK,OK,OK,4,332,24,55.4,OK,-,-,-,-,-,-,'0001070000,
KD69H00074,application-v0.0.0.107.srec,5.45626,-,'BG95M3LAR02A03_0,'864593055258569,'89460800235135943946,-,-,7.17712,25.0561,,PASS,2022.04.04 14:10:30,SST Denali Nextgen#1,36027,2022.04.04 14:09:27,2022.04.04 14:10:30,'00:01:03,'2,-,OK,OK,OK,4,337,24.06,55.5,OK,-,-,-,-,-,-,'0001070000,
KD69H000F4,application-v0.0.0.107.srec,5.45612,-,'BG95M3LAR02A03_0,'864593055296841,'89460800235135943953,-,-,6.99638,28.2387,,PASS,2022.04.04 15:14:50,SST Denali Nextgen#1,36027,2022.04.04 15:13:47,2022.04.04 15:14:50,'00:01:03,'2,-,OK,OK,OK,4,352,24.56,54.7,OK,-,-,-,-,-,-,'0001070000,
KD69H003K4,application-v0.0.0.107.srec,5.45619,-,'BG95M3LAR02A03_0,'864593055257512,'89460800235135944670,-,-,7.26556,25.6581,,PASS,2022.04.04 15:31:03,SST Denali Nextgen#1,36027,2022.04.04 15:30:00,2022.04.04 15:31:03,'00:01:03,'2,-,OK,OK,OK,4,400,24.61,54.1,OK,-,-,-,-,-,-,'0001070000,
KD69H00144,application-v0.0.0.107.srec,5.45634,-,'BG95M3LAR02A03_0,'864593055296734,'89460800235135943961,-,-,7.03344,27.3866,,PASS,2022.04.04 15:29:39,SST Denali Nextgen#1,36027,2022.04.04 15:28:37,2022.04.04 15:29:39,'00:01:02,'2,-,OK,OK,OK,4,400,24.83,53.9,OK,-,-,-,-,-,-,'0001070000,
KD69H004T4,application-v0.0.0.107.srec,5.45638,-,'BG95M3LAR02A03_0,'864593055296809,'89460800235135944688,-,-,6.91653,24.5761,,PASS,2022.04.04 15:04:00,SST Denali Nextgen#1,36027,2022.04.04 15:02:57,2022.04.04 15:04:00,'00:01:03,'2,-,OK,OK,OK,4,400,24.61,54,OK,-,-,-,-,-,-,'0001070000,
KD69H003F4,application-v0.0.0.107.srec,5.45644,-,'BG95M3LAR02A03_0,'864593055258221,'89460800235135943912,-,-,6.46702,24.0397,,PASS,2022.04.04 15:10:44,SST Denali Nextgen#1,36027,2022.04.04 15:09:44,2022.04.04 15:10:44,'00:01:00,'2,-,OK,OK,OK,4,400,25.22,51.8,OK,-,-,-,-,-,-,'0001070000,
KD69H00184,application-v0.0.0.107.srec,5.45633,-,'BG95M3LAR02A03_0,'864593055257686,'89460800235135943870,-,-,7.03568,20.9438,,PASS,2022.04.04 15:17:12,SST Denali Nextgen#1,36027,2022.04.04 15:16:09,2022.04.04 15:17:12,'00:01:03,'2,-,OK,OK,OK,4,400,25.33,52.2,OK,-,-,-,-,-,-,'0001070000,
KD69H004Q4,application-v0.0.0.107.srec,5.45636,-,'BG95M3LAR02A03_0,'864593055257660,'89460800235135943995,-,-,6.91413,26.5037,,PASS,2022.04.04 15:19:32,SST Denali Nextgen#1,36027,2022.04.04 15:18:31,2022.04.04 15:19:32,'00:01:01,'2,-,OK,OK,OK,4,400,24.44,54.5,OK,-,-,-,-,-,-,'0001070000,
KD69H00374,application-v0.0.0.107.srec,5.45619,-,'BG95M3LAR02A03_0,'864593055258437,'89460800235135943854,-,-,6.85536,24.9384,,PASS,2022.04.04 15:20:55,SST Denali Nextgen#1,36027,2022.04.04 15:19:54,2022.04.04 15:20:55,'00:01:01,'2,-,OK,OK,OK,4,400,24.61,54.4,OK,-,-,-,-,-,-,'0001070000,
KD69H003E4,application-v0.0.0.107.srec,5.4563,-,'BG95M3LAR02A03_0,'864593055257504,'89460800235135943664,-,-,6.75724,24.5599,,PASS,2022.04.04 15:32:25,SST Denali Nextgen#1,36027,2022.04.04 15:31:24,2022.04.04 15:32:25,'00:01:01,'2,-,OK,OK,OK,4,400,24.72,53.9,OK,-,-,-,-,-,-,'0001070000,
KD69H000V4,application-v0.0.0.107.srec,5.45637,-,'BG95M3LAR02A03_0,'864593055258536,'89460800235135944886,-,-,6.80065,25.6819,,PASS,2022.04.04 15:34:30,SST Denali Nextgen#1,36027,2022.04.04 15:33:27,2022.04.04 15:34:30,'00:01:03,'2,-,OK,OK,OK,4,400,24.56,54,OK,-,-,-,-,-,-,'0001070000,
KD69H003X4,application-v0.0.0.107.srec,5.45644,-,'BG95M3LAR02A03_0,'864593055257678,'89460800235135943888,-,-,6.92683,24.5172,,PASS,2022.04.04 14:07:14,SST Denali Nextgen#1,36027,2022.04.04 14:06:11,2022.04.04 14:07:14,'00:01:03,'2,-,OK,OK,OK,4,343,24.17,54.9,OK,-,-,-,-,-,-,'0001070000,
KD69H000N4,application-v0.0.0.107.srec,5.45661,-,'BG95M3LAR02A03_0,'863940052871822,'89460800235135943607,-,-,7.06353,29.3154,,PASS,2022.04.05 08:55:58,SST Denali Nextgen#1,36027,2022.04.05 08:54:55,2022.04.05 08:55:58,'00:01:03,'2,-,OK,OK,OK,4,400,22.56,62.2,OK,-,-,-,-,-,-,'0001070000,
KD69H00294,application-v0.0.0.107.srec,5.45686,-,'BG95M3LAR02A03_0,'864593055296411,'89460800235135944373,-,-,6.76468,25.8595,,PASS,2022.04.05 09:10:41,SST Denali Nextgen#1,36027,2022.04.05 09:09:39,2022.04.05 09:10:41,'00:01:02,'2,-,OK,OK,OK,4,400,22.72,61.6,OK,-,-,-,-,-,-,'0001070000,
KD69H002Z4,application-v0.0.0.107.srec,5.45617,-,'BG95M3LAR02A03_0,'864593055297369,'89460800235135944514,-,-,6.75687,26.9091,,PASS,2022.04.05 16:28:26,SST Denali Nextgen#1,36027,2022.04.05 16:27:25,2022.04.05 16:28:26,'00:01:01,'2,-,OK,OK,OK,4,400,24.67,53.9,OK,-,-,-,-,-,-,'0001070000,
KD69H004G4,application-v0.0.0.107.srec,5.45677,-,'BG95M3LAR02A03_0,'864593055258353,'89460800235135944357,-,-,6.80367,24.2955,,PASS,2022.04.05 08:50:37,SST Denali Nextgen#1,36027,2022.04.05 08:49:36,2022.04.05 08:50:37,'00:01:01,'2,-,OK,OK,OK,4,400,22.61,62.4,OK,-,-,-,-,-,-,'0001070000,
KD69H00084,application-v0.0.0.107.srec,5.4567,-,'BG95M3LAR02A03_0,'864593055297484,'89460800235135943581,-,-,6.74084,24.7191,,PASS,2022.04.05 08:51:52,SST Denali Nextgen#1,36027,2022.04.05 08:50:53,2022.04.05 08:51:52,'00:00:59,'2,-,OK,OK,OK,4,400,22.5,61.7,OK,-,-,-,-,-,-,'0001070000,
KD69H001F4,application-v0.0.0.107.srec,5.45682,-,'BG95M3LAR02A03_0,'864593055258502,'89460800235135944506,-,-,6.80018,24.4066,,PASS,2022.04.05 08:38:34,SST Denali Nextgen#1,36027,2022.04.05 08:37:31,2022.04.05 08:38:34,'00:01:03,'2,-,OK,OK,OK,4,400,22.61,62,OK,-,-,-,-,-,-,'0001070000,
KD69H004H4,application-v0.0.0.107.srec,5.45649,-,'BG95M3LAR02A03_0,'864593055297161,'89460800235135944472,-,-,6.71897,24.6836,,PASS,2022.04.05 08:18:26,SST Denali Nextgen#1,36027,2022.04.05 08:17:23,2022.04.05 08:18:26,'00:01:03,'2,-,OK,OK,OK,4,400,22.44,63,OK,-,-,-,-,-,-,'0001070000,
KD69H002S4,application-v0.0.0.107.srec,5.45673,-,'BG95M3LAR02A03_0,'863940052855353,'89460800235135945149,-,-,6.98514,24.8742,,PASS,2022.04.05 08:32:23,SST Denali Nextgen#1,36027,2022.04.05 08:31:21,2022.04.05 08:32:23,'00:01:02,'2,-,OK,OK,OK,4,368,22.5,61.9,OK,-,-,-,-,-,-,'0001070000,
KD69H001E4,application-v0.0.0.107.srec,5.45667,-,'BG95M3LAR02A03_0,'863940052871798,'89460800235135944308,-,-,6.90414,26.3052,,PASS,2022.04.05 08:41:34,SST Denali Nextgen#1,36027,2022.04.05 08:40:31,2022.04.05 08:41:34,'00:01:03,'2,-,OK,OK,OK,4,400,22.39,62.3,OK,-,-,-,-,-,-,'0001070000,
KD69H004K4,application-v0.0.0.107.srec,5.45667,-,'BG95M3LAR02A03_0,'864593055296825,'89460800235135945156,-,-,7.01882,23.5579,,PASS,2022.04.05 08:48:06,SST Denali Nextgen#1,36027,2022.04.05 08:47:03,2022.04.05 08:48:06,'00:01:03,'2,-,OK,OK,OK,4,400,22.56,61.8,OK,-,-,-,-,-,-,'0001070000,
KD69H00094,application-v0.0.0.107.srec,5.45664,-,'BG95M3LAR02A03_0,'864593055258338,'89460800235135944332,-,-,6.99862,21.4744,,PASS,2022.04.05 08:57:28,SST Denali Nextgen#1,36027,2022.04.05 08:56:25,2022.04.05 08:57:28,'00:01:03,'2,-,OK,OK,OK,4,400,22.56,62.1,OK,-,-,-,-,-,-,'0001070000,
KD69H001R4,application-v0.0.0.107.srec,5.45671,-,'BG95M3LAR02A03_0,'864593055258239,'89460800235135944282,-,-,6.9348,23.0443,,PASS,2022.04.05 09:09:19,SST Denali Nextgen#1,36027,2022.04.05 09:08:16,2022.04.05 09:09:19,'00:01:03,'2,-,OK,OK,OK,4,400,22.94,61.2,OK,-,-,-,-,-,-,'0001070000,
KD69H004B4,application-v0.0.0.107.srec,5.45661,-,'BG95M3LAR02A03_0,'863940052869701,'89460800235135944316,-,-,6.86817,28.892,,PASS,2022.04.04 19:43:52,SST Denali Nextgen#1,36027,2022.04.04 19:42:48,2022.04.04 19:43:52,'00:01:04,'2,-,OK,OK,OK,4,400,24.06,54.6,OK,-,-,-,-,-,-,'0001070000,
KD69H00514,application-v0.0.0.107.srec,5.45674,-,'BG95M3LAR02A03_0,'864593055296718,'89460800235135944340,-,-,6.84219,24.3295,,PASS,2022.04.05 08:58:42,SST Denali Nextgen#1,36027,2022.04.05 08:57:43,2022.04.05 08:58:42,'00:00:59,'2,-,OK,OK,OK,4,400,22.67,62.2,OK,-,-,-,-,-,-,'0001070000,
KD69H000T4,application-v0.0.0.107.srec,5.45679,-,'BG95M3LAR02A03_0,'864593055258429,'89460800235135945206,-,-,6.89753,26.1406,,PASS,2022.04.05 08:43:21,SST Denali Nextgen#1,36027,2022.04.05 08:42:18,2022.04.05 08:43:21,'00:01:03,'2,-,OK,OK,OK,4,400,22.5,61.7,OK,-,-,-,-,-,-,'0001070000,
KD69H00534,application-v0.0.0.107.srec,5.45679,-,'BG95M3LAR02A03_0,'864593055257819,'89460800235135945180,-,-,6.98087,26.8642,,PASS,2022.04.05 08:34:32,SST Denali Nextgen#1,36027,2022.04.05 08:33:30,2022.04.05 08:34:32,'00:01:02,'2,-,OK,OK,OK,4,400,22.44,61.9,OK,-,-,-,-,-,-,'0001070000,
KD69H00054,application-v0.0.0.107.srec,5.45648,-,'BG95M3LAR02A03_0,'863940052869693,'89460800235135945198,-,-,6.95088,24.333,,PASS,2022.04.05 08:26:45,SST Denali Nextgen#1,36027,2022.04.05 08:25:42,2022.04.05 08:26:45,'00:01:03,'2,-,OK,OK,OK,4,400,22.56,61.9,OK,-,-,-,-,-,-,'0001070000,
KD69H001K4,application-v0.0.0.107.srec,5.45686,-,'BG95M3LAR02A03_0,'864593055258403,'89460800235135945164,-,-,6.78649,24.1064,,PASS,2022.04.05 08:13:45,SST Denali Nextgen#1,36027,2022.04.05 08:12:45,2022.04.05 08:13:45,'00:01:00,'2,-,OK,OK,OK,4,400,22.28,63,OK,-,-,-,-,-,-,'0001070000,
KD69H00024,application-v0.0.0.107.srec,5.45678,-,'BG95M3LAR02A03_0,'864593055296635,'89460800235135943599,-,-,6.898,23.477,,PASS,2022.04.05 08:29:45,SST Denali Nextgen#1,36027,2022.04.05 08:28:42,2022.04.05 08:29:45,'00:01:03,'2,-,OK,OK,OK,4,400,22.39,62.7,OK,-,-,-,-,-,-,'0001070000,
KD69H004Z4,application-v0.0.0.107.srec,5.45638,-,'BG95M3LAR02A03_0,'864593055296932,'89460800235135944209,-,-,6.8779,24.5125,,PASS,2022.04.04 19:16:01,SST Denali Nextgen#1,36027,2022.04.04 19:14:59,2022.04.04 19:16:01,'00:01:02,'2,-,OK,OK,OK,4,400,24.11,54.1,OK,-,-,-,-,-,-,'0001070000,
KD69H000C4,application-v0.0.0.107.srec,5.45645,-,'BG95M3LAR02A03_0,'864593055296478,'89460800235135943722,-,-,7.08977,26.4247,,PASS,2022.04.04 19:17:29,SST Denali Nextgen#1,36027,2022.04.04 19:16:27,2022.04.04 19:17:29,'00:01:02,'2,-,OK,OK,OK,4,400,24.17,54.4,OK,-,-,-,-,-,-,'0001070000,
KD69H000S4,application-v0.0.0.107.srec,5.45637,-,'BG95M3LAR02A03_0,'864593055296684,'89460800235135944860,-,-,7.15479,25.6005,,PASS,2022.04.04 19:27:29,SST Denali Nextgen#1,36027,2022.04.04 19:26:25,2022.04.04 19:27:29,'00:01:04,'2,-,OK,OK,OK,4,400,23.83,54.6,OK,-,-,-,-,-,-,'0001070000,
KD69H000A4,application-v0.0.0.107.srec,5.45617,-,'BG95M3LAR02A03_0,'864593055296791,'89460800235135944225,-,-,6.93178,26.7371,,PASS,2022.04.04 19:30:39,SST Denali Nextgen#1,36027,2022.04.04 19:29:35,2022.04.04 19:30:39,'00:01:04,'2,-,OK,OK,OK,4,400,23.89,54.8,OK,-,-,-,-,-,-,'0001070000,
KD69H001W4,application-v0.0.0.107.srec,5.45626,-,'BG95M3LAR02A03_0,'864593055296890,'89460800235135944258,-,-,6.77504,25.7121,,PASS,2022.04.04 16:37:40,SST Denali Nextgen#1,36027,2022.04.04 16:36:40,2022.04.04 16:37:40,'00:01:00,'2,-,OK,OK,OK,4,400,24.89,53.7,OK,-,-,-,-,-,-,'0001070000,
KD69H00164,application-v0.0.0.107.srec,5.45608,-,'BG95M3LAR02A03_0,'864593055296965,'89460800235135944753,-,-,6.79013,23.5544,,PASS,2022.04.04 16:38:57,SST Denali Nextgen#1,36027,2022.04.04 16:37:56,2022.04.04 16:38:57,'00:01:01,'2,-,OK,OK,OK,4,400,24.67,53.8,OK,-,-,-,-,-,-,'0001070000,
KD69H00274,application-v0.0.0.107.srec,5.45617,-,'BG95M3LAR02A03_0,'864593055297351,'89460800235135944811,-,-,6.82793,24.2754,,PASS,2022.04.04 16:40:29,SST Denali Nextgen#1,36027,2022.04.04 16:39:18,2022.04.04 16:40:29,'00:01:11,'2,-,OK,OK,OK,4,400,24.83,53.6,OK,-,-,-,-,-,-,'0001070000,
KD69H001P4,application-v0.0.0.107.srec,5.45629,-,'BG95M3LAR02A03_0,'864593055296668,'89460800235135944449,-,-,7.0512,25.9063,,PASS,2022.04.04 16:35:01,SST Denali Nextgen#1,36027,2022.04.04 16:33:58,2022.04.04 16:35:01,'00:01:03,'2,-,OK,OK,OK,4,400,24.78,53.3,OK,-,-,-,-,-,-,'0001070000,
KD69H002A4,application-v0.0.0.107.srec,5.45628,-,'BG95M3LAR02A03_0,'864593055297203,'89460800235135944902,-,-,7.17629,24.3342,,PASS,2022.04.04 16:33:31,SST Denali Nextgen#1,36027,2022.04.04 16:32:28,2022.04.04 16:33:31,'00:01:03,'2,-,OK,OK,OK,4,400,24.78,53.2,OK,-,-,-,-,-,-,'0001070000,
KD69H004S4,application-v0.0.0.107.srec,5.45607,-,'BG95M3LAR02A03_0,'864593055297245,'89460800235135943748,-,-,6.86546,24.3742,,PASS,2022.04.04 16:32:02,SST Denali Nextgen#1,36027,2022.04.04 16:30:59,2022.04.04 16:32:02,'00:01:03,'2,-,OK,OK,OK,4,400,24.78,53.4,OK,-,-,-,-,-,-,'0001070000,
KD69H001Q4,application-v0.0.0.107.srec,5.45612,-,'BG95M3LAR02A03_0,'864593055296981,'89460800235135944761,-,-,6.81575,25.8346,,PASS,2022.04.04 16:28:51,SST Denali Nextgen#1,36027,2022.04.04 16:27:48,2022.04.04 16:28:51,'00:01:03,'2,-,OK,OK,OK,4,400,25,53.4,OK,-,-,-,-,-,-,'0001070000,
KD69H004P4,application-v0.0.0.107.srec,5.45619,-,'BG95M3LAR02A03_0,'864593055296775,'89460800235135944480,-,-,7.09112,23.4824,,PASS,2022.04.04 16:27:09,SST Denali Nextgen#1,36027,2022.04.04 16:26:06,2022.04.04 16:27:09,'00:01:03,'2,-,OK,OK,OK,4,400,24.89,53.3,OK,-,-,-,-,-,-,'0001070000,
KD69H00284,application-v0.0.0.107.srec,5.45623,-,'BG95M3LAR02A03_0,'864593055296957,'89460800235135944274,-,-,6.7943,25.5581,,PASS,2022.04.04 16:25:16,SST Denali Nextgen#1,36027,2022.04.04 16:24:13,2022.04.04 16:25:16,'00:01:03,'2,-,OK,OK,OK,4,400,24.94,53.4,OK,-,-,-,-,-,-,'0001070000,
KD69H00254,application-v0.0.0.107.srec,5.45374,-,'BG95M3LAR02A03_0,'864593055296767,'89460800235135944423,-,-,7.43245,27.2227,,PASS,2022.04.04 16:19:23,SST Denali Nextgen#1,36027,2022.04.04 16:18:26,2022.04.04 16:19:23,'00:00:57,'2,-,OK,OK,OK,4,400,24.89,52.9,OK,-,-,-,-,-,-,'0001070000,
KD69H001M4,application-v0.0.0.107.srec,5.45636,-,'BG95M3LAR02A03_0,'864593055297542,'89460800235135944407,-,-,6.76952,26.484,,PASS,2022.04.04 15:36:15,SST Denali Nextgen#1,36027,2022.04.04 15:35:15,2022.04.04 15:36:15,'00:01:00,'2,-,OK,OK,OK,4,400,24.44,54.1,OK,-,-,-,-,-,-,'0001070000,
KD69H00174,application-v0.0.0.107.srec,5.45637,-,'BG95M3LAR02A03_0,'864593055296510,'89460800235135944431,-,-,6.78009,25.1412,,PASS,2022.04.04 15:51:35,SST Denali Nextgen#1,36027,2022.04.04 15:50:32,2022.04.04 15:51:35,'00:01:03,'2,-,OK,OK,OK,4,400,24.72,53.2,OK,-,-,-,-,-,-,'0001070000,
KD69H001C4,application-v0.0.0.107.srec,5.4565,-,'BG95M3LAR02A03_0,'864593055297377,'89460800235135944845,-,-,6.77712,24.5135,,PASS,2022.04.04 15:48:24,SST Denali Nextgen#1,36027,2022.04.04 15:47:21,2022.04.04 15:48:24,'00:01:03,'2,-,OK,OK,OK,4,400,24.83,53.9,OK,-,-,-,-,-,-,'0001070000,
KD69H00264,application-v0.0.0.107.srec,5.45632,-,'BG95M3LAR02A03_0,'864593055297336,'89460800235135944324,-,-,6.89878,25.0927,,PASS,2022.04.04 16:23:53,SST Denali Nextgen#1,36027,2022.04.04 16:22:50,2022.04.04 16:23:53,'00:01:03,'2,-,OK,OK,OK,4,400,25,53.2,OK,-,-,-,-,-,-,'0001070000,
KD69H00234,application-v0.0.0.107.srec,5.45404,-,'BG95M3LAR02A03_0,'864593055298029,'89460800235135944381,-,-,6.7463,23.685,,PASS,2022.04.04 16:20:59,SST Denali Nextgen#1,36027,2022.04.04 16:20:02,2022.04.04 16:20:59,'00:00:57,'2,-,OK,OK,OK,4,400,25.06,53.2,OK,-,-,-,-,-,-,'0001070000,
KD69H004J4,application-v0.0.0.107.srec,5.45632,-,'BG95M3LAR02A03_0,'864593055296866,'89460800235135944852,-,-,6.52694,24.9162,,PASS,2022.04.04 16:17:54,SST Denali Nextgen#1,36027,2022.04.04 16:16:51,2022.04.04 16:17:54,'00:01:03,'2,-,OK,OK,OK,4,400,24.89,53.2,OK,-,-,-,-,-,-,'0001070000,
KD69H00304,application-v0.0.0.107.srec,5.45643,-,'BG95M3LAR02A03_0,'864593055296627,'89460800235135944456,-,-,6.98175,24.5568,,PASS,2022.04.04 14:14:30,SST Denali Nextgen#1,36027,2022.04.04 14:13:27,2022.04.04 14:14:30,'00:01:03,'2,-,OK,OK,OK,4,260,24.06,55,OK,-,-,-,-,-,-,'0001070000,
KD69H002D4,application-v0.0.0.107.srec,5.45644,-,'BG95M3LAR02A03_0,'864593055297906,'89460800235135944977,-,-,6.96988,22.1361,,PASS,2022.04.04 14:18:10,SST Denali Nextgen#1,36027,2022.04.04 14:17:07,2022.04.04 14:18:10,'00:01:03,'2,-,OK,OK,OK,4,285,24.11,55.1,OK,-,-,-,-,-,-,'0001070000,
KD69H00214,application-v0.0.0.107.srec,5.45633,-,'BG95M3LAR02A03_0,'864593055297880,'89460800235135944464,-,-,7.12381,24.5485,,PASS,2022.04.04 14:24:24,SST Denali Nextgen#1,36027,2022.04.04 14:23:21,2022.04.04 14:24:24,'00:01:03,'2,-,OK,OK,OK,4,310,25.11,51.7,OK,-,-,-,-,-,-,'0001070000,
KD69H00484,application-v0.0.0.107.srec,5.45648,-,'BG95M3LAR02A03_0,'864593055296940,'89460800235135944241,-,-,6.89836,25.2904,,PASS,2022.04.04 14:19:44,SST Denali Nextgen#1,36027,2022.04.04 14:18:43,2022.04.04 14:19:44,'00:01:01,'2,-,OK,OK,OK,4,292,24.17,55.2,OK,-,-,-,-,-,-,'0001070000,
KD69H002T4,application-v0.0.0.107.srec,5.45658,-,'BG95M3LAR02A03_0,'864593055297823,'89460800235135943730,-,-,6.55234,25.0623,,PASS,2022.04.04 14:31:37,SST Denali Nextgen#1,36027,2022.04.04 14:30:34,2022.04.04 14:31:37,'00:01:03,'2,-,OK,OK,OK,4,334,24.17,55.2,OK,-,-,-,-,-,-,'0001070000,
KD69H00474,application-v0.0.0.107.srec,5.45621,-,'BG95M3LAR02A03_0,'864593055296833,'89460800235135944803,-,-,6.72059,26.3113,,PASS,2022.04.04 14:38:48,SST Denali Nextgen#1,36027,2022.04.04 14:37:45,2022.04.04 14:38:48,'00:01:03,'2,-,OK,OK,OK,4,366,24.22,54.9,OK,-,-,-,-,-,-,'0001070000,
KD69H00464,application-v0.0.0.107.srec,5.45627,-,'BG95M3LAR02A03_0,'863940052869289,'89460800235135944910,-,-,6.99898,25.4993,,PASS,2022.04.04 14:40:24,SST Denali Nextgen#1,36027,2022.04.04 14:39:21,2022.04.04 14:40:24,'00:01:03,'2,-,OK,OK,OK,4,326,24.39,54.9,OK,-,-,-,-,-,-,'0001070000,
KD69H00494,application-v0.0.0.107.srec,5.45645,-,'BG95M3LAR02A03_0,'864593055297096,'89460800235135944795,-,-,6.59591,24.6709,,PASS,2022.04.04 14:42:23,SST Denali Nextgen#1,36027,2022.04.04 14:41:20,2022.04.04 14:42:23,'00:01:03,'2,-,OK,OK,OK,4,312,24.33,54.7,OK,-,-,-,-,-,-,'0001070000,
KD69H004C4,application-v0.0.0.107.srec,5.45646,-,'BG95M3LAR02A03_0,'864593055298391,'89460800235135944928,-,-,6.70632,24.7933,,PASS,2022.04.04 14:35:21,SST Denali Nextgen#1,36027,2022.04.04 14:34:20,2022.04.04 14:35:21,'00:01:01,'2,-,OK,OK,OK,4,280,24.17,55.3,OK,-,-,-,-,-,-,'0001070000,
KD69H003Y4,application-v0.0.0.107.srec,5.45637,-,'BG95M3LAR02A03_0,'864593055296908,'89460800235135944746,-,-,7.01986,23.7954,,PASS,2022.04.04 14:33:12,SST Denali Nextgen#1,36027,2022.04.04 14:32:09,2022.04.04 14:33:12,'00:01:03,'2,-,OK,OK,OK,4,350,24.22,55.1,OK,-,-,-,-,-,-,'0001070000,
KD69H003B4,application-v0.0.0.107.srec,5.45622,-,'BG95M3LAR02A03_0,'864593055296551,'89460800235135944951,-,-,6.73787,25.9523,,PASS,2022.04.04 14:53:54,SST Denali Nextgen#1,36027,2022.04.04 14:52:51,2022.04.04 14:53:54,'00:01:03,'2,-,OK,OK,OK,4,400,24.5,54,OK,-,-,-,-,-,-,'0001070000,
KD69H00394,application-v0.0.0.107.srec,5.45624,-,'BG95M3LAR02A03_0,'864593055296593,'89460800235135944944,-,-,7.02928,24.2988,,PASS,2022.04.04 14:49:21,SST Denali Nextgen#1,36027,2022.04.04 14:48:18,2022.04.04 14:49:21,'00:01:03,'2,-,OK,OK,OK,4,323,24.44,54.4,OK,-,-,-,-,-,-,'0001070000,
KD69H003T4,application-v0.0.0.107.srec,5.4564,-,'BG95M3LAR02A03_0,'864593055298292,'89460800235135944969,-,-,6.90851,26.2161,,PASS,2022.04.04 14:57:21,SST Denali Nextgen#1,36027,2022.04.04 14:56:18,2022.04.04 14:57:21,'00:01:03,'2,-,OK,OK,OK,4,400,24.44,54.7,OK,-,-,-,-,-,-,'0001070000,
KD69H002X4,application-v0.0.0.107.srec,5.4565,-,'BG95M3LAR02A03_0,'864593055297708,'89460800235135944266,-,-,6.76536,24.2162,,PASS,2022.04.04 14:13:18,SST Denali Nextgen#1,36027,2022.04.04 14:12:15,2022.04.04 14:13:18,'00:01:03,'2,-,OK,OK,OK,4,346,24.11,55.1,OK,-,-,-,-,-,-,'0001070000,
KD69H00314,application-v0.0.0.107.srec,5.45645,-,'BG95M3LAR02A03_0,'864593055297500,'89460800235135945115,-,-,6.80841,25.2235,,PASS,2022.04.04 14:12:00,SST Denali Nextgen#1,36027,2022.04.04 14:10:57,2022.04.04 14:12:00,'00:01:03,'2,-,OK,OK,OK,4,326,24,55.1,OK,-,-,-,-,-,-,'0001070000,
KD69H004A4,application-v0.0.0.107.srec,5.45638,-,'BG95M3LAR02A03_0,'864593055297930,'89460800235135944076,-,-,6.72418,25.7652,,PASS,2022.04.04 15:02:37,SST Denali Nextgen#1,36027,2022.04.04 15:01:34,2022.04.04 15:02:37,'00:01:03,'2,-,OK,OK,OK,4,400,24.39,54.7,OK,-,-,-,-,-,-,'0001070000,
KD69H004N4,application-v0.0.0.107.srec,5.45634,-,'BG95M3LAR02A03_0,'864593055297963,'89460800235135944068,-,-,6.62012,24.3637,,PASS,2022.04.04 14:58:51,SST Denali Nextgen#1,36027,2022.04.04 14:57:48,2022.04.04 14:58:51,'00:01:03,'2,-,OK,OK,OK,4,400,24.44,54.6,OK,-,-,-,-,-,-,'0001070000,
KD69H003J4,application-v0.0.0.107.srec,5.45632,-,'BG95M3LAR02A03_0,'864593055297302,'89460800235135943680,-,-,6.90888,24.5533,,PASS,2022.04.04 15:01:01,SST Denali Nextgen#1,36027,2022.04.04 14:59:58,2022.04.04 15:01:01,'00:01:03,'2,-,OK,OK,OK,4,400,24.44,54.7,OK,-,-,-,-,-,-,'0001070000,
KD69H003D4,application-v0.0.0.107.srec,5.45649,-,'BG95M3LAR02A03_0,'864593055297138,'89460800235135944779,-,-,6.64927,24.1238,,PASS,2022.04.04 14:44:31,SST Denali Nextgen#1,36027,2022.04.04 14:43:31,2022.04.04 14:44:31,'00:01:00,'2,-,OK,OK,OK,4,350,24.44,54.5,OK,-,-,-,-,-,-,'0001070000,
