Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
KD59G00054,application-v0.0.0.107.srec,4.87088,-,'BG95M3LAR02A03_0,'864351059222432,'89460800235135993065,-,-,7.21595,24.1723,,PASS,2022.04.02 11:05:45,SST Denali Nextgen#1,36027,2022.04.02 11:04:06,2022.04.02 11:05:45,'00:01:39,'3,-,OK,OK,OK,4,400,23.33,56.7,OK,-,-,-,-,-,-,'0001070000,
KD59G000D4,application-v0.0.0.107.srec,4.87087,-,'BG95M3LAR02A03_0,'864593055295975,'89460800235135992497,-,-,7.07332,21.7801,,PASS,2022.04.02 11:03:47,SST Denali Nextgen#1,36027,2022.04.02 11:02:08,2022.04.02 11:03:47,'00:01:39,'3,-,OK,OK,OK,4,400,23.56,57.3,OK,-,-,-,-,-,-,'0001070000,
KD59G00154,application-v0.0.0.107.srec,4.87098,-,'BG95M3LAR02A03_0,'864351059223695,'89460800235135992489,-,-,7.10013,24.6823,,PASS,2022.04.02 11:14:03,SST Denali Nextgen#1,36027,2022.04.02 11:12:24,2022.04.02 11:14:03,'00:01:39,'3,-,OK,OK,OK,4,400,23.39,56.6,OK,-,-,-,-,-,-,'0001070000,
KD59G002W4,application-v0.0.0.107.srec,4.87079,-,'BG95M3LAR02A03_0,'864351059233736,'89460800235135993057,-,-,7.20528,25.2139,,PASS,2022.04.02 11:11:59,SST Denali Nextgen#1,36027,2022.04.02 11:10:20,2022.04.02 11:11:59,'00:01:39,'3,-,OK,OK,OK,4,400,23.44,56.7,OK,-,-,-,-,-,-,'0001070000,
KD59G00334,application-v0.0.0.107.srec,4.87098,-,'BG95M3LAR02A03_0,'864351059223026,'89460800235135993107,-,-,6.99367,24.339,,PASS,2022.04.02 11:09:59,SST Denali Nextgen#1,36027,2022.04.02 11:08:20,2022.04.02 11:09:59,'00:01:39,'3,-,OK,OK,OK,4,400,23.33,57,OK,-,-,-,-,-,-,'0001070000,
KD59G001N4,application-v0.0.0.107.srec,4.87093,-,'BG95M3LAR02A03_0,'864351059222572,'89460800235135992505,-,-,7.14828,23.7359,,PASS,2022.04.02 11:07:49,SST Denali Nextgen#1,36027,2022.04.02 11:06:12,2022.04.02 11:07:49,'00:01:37,'3,-,OK,OK,OK,4,400,23.44,56.5,OK,-,-,-,-,-,-,'0001070000,
KD59G001P4,application-v0.0.0.107.srec,4.87081,-,'BG95M3LAR02A03_0,'864351059222374,'89460800235135992745,-,-,7.407,26.2574,,PASS,2022.04.02 10:51:27,SST Denali Nextgen#1,36027,2022.04.02 10:49:50,2022.04.02 10:51:27,'00:01:37,'3,-,OK,OK,OK,4,400,23.22,57.5,OK,-,-,-,-,-,-,'0001070000,
KD59G002N4,application-v0.0.0.107.srec,4.87102,-,'BG95M3LAR02A03_0,'864351059222333,'89460800235135992752,-,-,7.00601,24.8061,,PASS,2022.04.02 10:48:43,SST Denali Nextgen#1,36027,2022.04.02 10:47:06,2022.04.02 10:48:43,'00:01:37,'3,-,OK,OK,OK,4,400,23.33,57.2,OK,-,-,-,-,-,-,'0001070000,
KD59G00194,application-v0.0.0.107.srec,4.87092,-,'BG95M3LAR02A03_0,'864351059222440,'89460800235135992760,-,-,7.41595,25.2625,,PASS,2022.04.02 10:38:08,SST Denali Nextgen#1,36027,2022.04.02 10:36:31,2022.04.02 10:38:08,'00:01:37,'3,-,OK,OK,OK,4,400,23.28,57.7,OK,-,-,-,-,-,-,'0001070000,
KD59G002Q4,application-v0.0.0.107.srec,4.8709,-,'BG95M3LAR02A03_0,'864593055296049,'89460800235135992778,-,-,7.29503,24.6715,,PASS,2022.04.02 10:42:07,SST Denali Nextgen#1,36027,2022.04.02 10:40:28,2022.04.02 10:42:07,'00:01:39,'3,-,OK,OK,OK,4,400,23.39,57.6,OK,-,-,-,-,-,-,'0001070000,
KD59G002E4,application-v0.0.0.107.srec,4.87102,-,'BG95M3LAR02A03_0,'864593055296247,'89460800235135992711,-,-,7.36166,25.6066,,PASS,2022.04.02 09:06:21,SST Denali Nextgen#1,36027,2022.04.02 09:04:44,2022.04.02 09:06:21,'00:01:37,'3,-,OK,OK,OK,4,400,22.78,59.2,OK,-,-,-,-,-,-,'0001070000,
KD59G000K4,application-v0.0.0.107.srec,4.87104,-,'BG95M3LAR02A03_0,'864351059223307,'89460800235135992695,-,-,7.11481,22.5399,,PASS,2022.04.02 09:12:13,SST Denali Nextgen#1,36027,2022.04.02 09:10:34,2022.04.02 09:12:13,'00:01:39,'3,-,OK,OK,OK,4,400,22.78,59.2,OK,-,-,-,-,-,-,'0001070000,
KD59G00094,application-v0.0.0.107.srec,4.87094,-,'BG95M3LAR02A03_0,'864593055296213,'89460800235135992653,-,-,7.03089,24.5616,,PASS,2022.04.02 09:14:36,SST Denali Nextgen#1,36027,2022.04.02 09:12:57,2022.04.02 09:14:36,'00:01:39,'3,-,OK,OK,OK,4,400,22.78,59.4,OK,-,-,-,-,-,-,'0001070000,
KD59G002M4,application-v0.0.0.107.srec,4.87101,-,'BG95M3LAR02A03_0,'864351059222408,'89460800235135992687,-,-,7.4411,24.3168,,PASS,2022.04.02 09:16:29,SST Denali Nextgen#1,36027,2022.04.02 09:14:50,2022.04.02 09:16:29,'00:01:39,'3,-,OK,OK,OK,4,400,22.89,59.2,OK,-,-,-,-,-,-,'0001070000,
KD59G000J4,application-v0.0.0.107.srec,4.87103,-,'BG95M3LAR02A03_0,'864593055297054,'89460800235135992661,-,-,7.03641,25.101,,PASS,2022.04.02 09:18:25,SST Denali Nextgen#1,36027,2022.04.02 09:16:48,2022.04.02 09:18:25,'00:01:37,'3,-,OK,OK,OK,4,400,22.83,59.1,OK,-,-,-,-,-,-,'0001070000,
KD59G001V4,application-v0.0.0.107.srec,4.87089,-,'BG95M3LAR02A03_0,'864351059222424,'89460800235135992646,-,-,7.29685,22.7273,,PASS,2022.04.02 09:32:38,SST Denali Nextgen#1,36027,2022.04.02 09:31:01,2022.04.02 09:32:38,'00:01:37,'3,-,OK,OK,OK,4,400,22.83,59.2,OK,-,-,-,-,-,-,'0001070000,
KD59G002Z4,application-v0.0.0.107.srec,4.871,-,'BG95M3LAR02A03_0,'864593055297047,'89460800235135992398,-,-,7.16655,25.5702,,PASS,2022.04.02 09:02:26,SST Denali Nextgen#1,36027,2022.04.02 09:00:47,2022.04.02 09:02:26,'00:01:39,'3,-,OK,OK,OK,4,400,22.78,59.9,OK,-,-,-,-,-,-,'0001070000,
KD69G001A4,application-v0.0.0.107.srec,4.87103,-,'BG95M3LAR02A03_0,'864593055296759,'89460800235135992406,-,-,7.34063,23.5826,,PASS,2022.04.02 09:04:25,SST Denali Nextgen#1,36027,2022.04.02 09:02:46,2022.04.02 09:04:25,'00:01:39,'3,-,OK,OK,OK,4,400,22.78,59.8,OK,-,-,-,-,-,-,'0001070000,
KD69G000G4,application-v0.0.0.107.srec,4.87106,-,'BG95M3LAR02A03_0,'864593055296023,'89460800235135992604,-,-,7.03058,19.9122,,PASS,2022.04.02 09:00:21,SST Denali Nextgen#1,36027,2022.04.02 08:58:42,2022.04.02 09:00:21,'00:01:39,'3,-,OK,OK,OK,4,400,22.72,59.6,OK,-,-,-,-,-,-,'0001070000,
KD69G001J4,application-v0.0.0.107.srec,4.87102,-,'BG95M3LAR02A03_0,'864351059222382,'89460800235135992562,-,-,7.29628,24.7217,,PASS,2022.04.02 08:58:04,SST Denali Nextgen#1,36027,2022.04.02 08:56:25,2022.04.02 08:58:04,'00:01:39,'3,-,OK,OK,OK,4,400,22.67,59.5,OK,-,-,-,-,-,-,'0001070000,
KD69G00054,application-v0.0.0.107.srec,4.87094,-,'BG95M3LAR02A03_0,'864593055296056,'89460800235135992620,-,-,7.27957,24.2167,,PASS,2022.04.02 08:55:24,SST Denali Nextgen#1,36027,2022.04.02 08:53:45,2022.04.02 08:55:24,'00:01:39,'3,-,OK,OK,OK,4,400,22.83,59.3,OK,-,-,-,-,-,-,'0001070000,
KD59G00214,application-v0.0.0.107.srec,4.87129,-,'BG95M3LAR02A03_0,'864351059223323,'89460800235135992638,-,-,7.19123,23.2423,,PASS,2022.04.02 08:49:18,SST Denali Nextgen#1,36027,2022.04.02 08:47:41,2022.04.02 08:49:18,'00:01:37,'3,-,OK,OK,OK,4,400,22.61,59.8,OK,-,-,-,-,-,-,'0001070000,
KD69G000R4,application-v0.0.0.107.srec,4.87115,-,'BG95M3LAR02A03_0,'864593055296072,'89460800235135992612,-,-,7.00919,24.0242,,PASS,2022.04.02 08:53:13,SST Denali Nextgen#1,36027,2022.04.02 08:51:36,2022.04.02 08:53:13,'00:01:37,'3,-,OK,OK,OK,4,400,22.61,59.7,OK,-,-,-,-,-,-,'0001070000,
KD59G001T4,application-v0.0.0.107.srec,4.87128,-,'BG95M3LAR02A03_0,'864351059222390,'89460800235135992570,-,-,7.32423,24.3825,,PASS,2022.04.02 08:51:15,SST Denali Nextgen#1,36027,2022.04.02 08:49:38,2022.04.02 08:51:15,'00:01:37,'3,-,OK,OK,OK,4,400,22.72,60,OK,-,-,-,-,-,-,'0001070000,
KD59G00174,application-v0.0.0.107.srec,4.87126,-,'BG95M3LAR02A03_0,'864351059222887,'89460800235135992182,-,-,7.18576,23.489,,PASS,2022.04.02 08:32:44,SST Denali Nextgen#1,36027,2022.04.02 08:31:07,2022.04.02 08:32:44,'00:01:37,'3,-,OK,OK,OK,4,400,22.44,60.5,OK,-,-,-,-,-,-,'0001070000,
KD69G001H4,application-v0.0.0.107.srec,4.87122,-,'BG95M3LAR02A03_0,'864351059222903,'89460800235135992448,-,-,7.31543,23.6247,,PASS,2022.04.02 08:34:44,SST Denali Nextgen#1,36027,2022.04.02 08:33:05,2022.04.02 08:34:44,'00:01:39,'3,-,OK,OK,OK,4,400,22.61,60.9,OK,-,-,-,-,-,-,'0001070000,
KD69G001F4,application-v0.0.0.107.srec,4.8712,-,'BG95M3LAR02A03_0,'864593055296882,'89460800235135992729,-,-,7.27311,23.4706,,PASS,2022.04.02 08:38:45,SST Denali Nextgen#1,36027,2022.04.02 08:37:08,2022.04.02 08:38:45,'00:01:37,'3,-,OK,OK,OK,4,400,22.61,60.4,OK,-,-,-,-,-,-,'0001070000,
KD69G000S4,application-v0.0.0.107.srec,4.87111,-,'BG95M3LAR02A03_0,'864593055296924,'89460800235135992430,-,-,7.3982,26.796,,PASS,2022.04.02 08:36:43,SST Denali Nextgen#1,36027,2022.04.02 08:35:04,2022.04.02 08:36:43,'00:01:39,'3,-,OK,OK,OK,4,400,22.56,60.3,OK,-,-,-,-,-,-,'0001070000,
KD69G000W4,application-v0.0.0.107.srec,4.87118,-,'BG95M3LAR02A03_0,'864351059223315,'89460800235135992414,-,-,7.10903,23.6215,,PASS,2022.04.02 08:40:45,SST Denali Nextgen#1,36027,2022.04.02 08:39:06,2022.04.02 08:40:45,'00:01:39,'3,-,OK,OK,OK,4,400,22.67,59.9,OK,-,-,-,-,-,-,'0001070000,
KD69G000A4,application-v0.0.0.107.srec,4.87119,-,'BG95M3LAR02A03_0,'864593055296106,'89460800235135992174,-,-,7.36249,26.0612,,PASS,2022.04.02 08:43:35,SST Denali Nextgen#1,36027,2022.04.02 08:41:58,2022.04.02 08:43:35,'00:01:37,'3,-,OK,OK,OK,4,400,22.61,60,OK,-,-,-,-,-,-,'0001070000,
KD59G001X4,application-v0.0.0.107.srec,4.8713,-,'BG95M3LAR02A03_0,'864593055296098,'89460800235135992190,-,-,7.19773,22.1035,,PASS,2022.04.02 08:47:27,SST Denali Nextgen#1,36027,2022.04.02 08:45:48,2022.04.02 08:47:27,'00:01:39,'3,-,OK,OK,OK,4,400,22.56,60.1,OK,-,-,-,-,-,-,'0001070000,
KD69G000C4,application-v0.0.0.107.srec,4.87118,-,'BG95M3LAR02A03_0,'864593055296064,'89460800235135992422,-,-,7.17415,23.8416,,PASS,2022.04.02 08:45:28,SST Denali Nextgen#1,36027,2022.04.02 08:43:49,2022.04.02 08:45:28,'00:01:39,'3,-,OK,OK,OK,4,400,22.67,60,OK,-,-,-,-,-,-,'0001070000,
KD69G00184,application-v0.0.0.107.srec,4.86913,-,'BG95M3LAR02A03_0,'864351059222002,'89460800235135991689,-,-,7.05573,25.1545,,PASS,2022.04.01 19:09:36,SST Denali Nextgen#1,36027,2022.04.01 19:07:59,2022.04.01 19:09:36,'00:01:37,'3,-,OK,OK,OK,4,400,24.61,59.9,OK,-,-,-,-,-,-,'0001070000,
KD69G000K4,application-v0.0.0.107.srec,4.86914,-,'BG95M3LAR02A03_0,'864593055296114,'89460800235135991697,-,-,7.06884,25.3495,,PASS,2022.04.01 19:11:33,SST Denali Nextgen#1,36027,2022.04.01 19:09:50,2022.04.01 19:11:33,'00:01:43,'3,-,OK,OK,OK,4,375,24.67,60.3,OK,-,-,-,-,-,-,'0001070000,
KD69G001B4,application-v0.0.0.107.srec,4.86916,-,'BG95M3LAR02A03_0,'864593055296262,'89460800235135991671,-,-,7.24235,24.0095,,PASS,2022.04.01 19:13:40,SST Denali Nextgen#1,36027,2022.04.01 19:11:55,2022.04.01 19:13:40,'00:01:45,'3,-,OK,OK,OK,4,368,24.78,59.6,OK,-,-,-,-,-,-,'0001070000,
KD59G000Y4,application-v0.0.0.107.srec,4.87053,-,'BG95M3LAR02A03_0,'864351059223760,'89460800235135991655,-,-,7.03157,25.2278,,PASS,2022.04.05 09:01:44,SST Denali Nextgen#1,36027,2022.04.05 09:00:41,2022.04.05 09:01:44,'00:01:03,'3,-,OK,OK,OK,4,400,22.78,61.4,OK,-,-,-,-,-,-,'0001070000,
KD69G001R4,application-v0.0.0.107.srec,4.86913,-,'BG95M3LAR02A03_0,'864593055295991,'89460800235135991663,-,-,7.27087,23.3713,,PASS,2022.04.01 18:36:00,SST Denali Nextgen#1,36027,2022.04.01 18:34:20,2022.04.01 18:36:00,'00:01:40,'3,-,OK,OK,OK,4,285,24.78,60,OK,-,-,-,-,-,-,'0001070000,
KD69G001V4,application-v0.0.0.107.srec,4.86919,-,'BG95M3LAR02A03_0,'864593055296148,'89460800235135991648,-,-,6.9613,23.9881,,PASS,2022.04.01 18:26:56,SST Denali Nextgen#1,36027,2022.04.01 18:25:19,2022.04.01 18:26:56,'00:01:37,'3,-,OK,OK,OK,4,321,24.94,60,OK,-,-,-,-,-,-,'0001070000,
KD59G000R4,application-v0.0.0.107.srec,4.86909,-,'BG95M3LAR02A03_0,'864351059221996,'89460800235135991630,-,-,7.28206,23.1441,,PASS,2022.04.01 18:22:19,SST Denali Nextgen#1,36027,2022.04.01 18:20:40,2022.04.01 18:22:19,'00:01:39,'3,-,OK,OK,OK,4,330,24.78,60.1,OK,-,-,-,-,-,-,'0001070000,
KD59G001G4,application-v0.0.0.107.srec,4.86914,-,'BG95M3LAR02A03_0,'864351059222028,'89460800235135991622,-,-,7.25822,25.5341,,PASS,2022.04.01 18:20:09,SST Denali Nextgen#1,36027,2022.04.01 18:18:31,2022.04.01 18:20:09,'00:01:38,'3,-,OK,OK,OK,4,317,24.89,59.8,OK,-,-,-,-,-,-,'0001070000,
KD59G00294,application-v0.0.0.107.srec,4.86915,-,'BG95M3LAR02A03_0,'864593055296239,'89460800235135991770,-,-,7.01444,26.7786,,PASS,2022.04.01 18:15:41,SST Denali Nextgen#1,36027,2022.04.01 18:14:02,2022.04.01 18:15:41,'00:01:39,'3,-,OK,OK,OK,4,301,25.22,58.9,OK,-,-,-,-,-,-,'0001070000,
KD69G00034,application-v0.0.0.107.srec,4.8692,-,'BG95M3LAR02A03_0,'864351059222317,'89460800235135991762,-,-,7.08399,24.2237,,PASS,2022.04.01 18:13:42,SST Denali Nextgen#1,36027,2022.04.01 18:12:05,2022.04.01 18:13:42,'00:01:37,'3,-,OK,OK,OK,4,305,24.83,60.6,OK,-,-,-,-,-,-,'0001070000,
KD59G002K4,application-v0.0.0.107.srec,4.86919,-,'BG95M3LAR02A03_0,'864351059223737,'89460800235135991754,-,-,7.14781,23.5232,,PASS,2022.04.01 18:40:00,SST Denali Nextgen#1,36027,2022.04.01 18:38:21,2022.04.01 18:40:00,'00:01:39,'3,-,OK,OK,OK,4,328,24.78,59.7,OK,-,-,-,-,-,-,'0001070000,
KD69G000P4,application-v0.0.0.107.srec,4.86905,-,'BG95M3LAR02A03_0,'864593055262306,'89460800235135991747,-,-,7.08004,23.0219,,PASS,2022.04.01 19:07:45,SST Denali Nextgen#1,36027,2022.04.01 19:05:58,2022.04.01 19:07:45,'00:01:47,'3,-,OK,OK,OK,4,400,24.78,59.8,OK,-,-,-,-,-,-,'0001070000,
KD59G000Q4,application-v0.0.0.107.srec,4.86909,-,'BG95M3LAR02A03_0,'864351059233728,'89460800235135991739,-,-,7.30596,28.9022,,PASS,2022.04.01 19:03:47,SST Denali Nextgen#1,36027,2022.04.01 19:02:07,2022.04.01 19:03:47,'00:01:40,'3,-,OK,OK,OK,4,400,24.78,59.9,OK,-,-,-,-,-,-,'0001070000,
KD59G001Z4,application-v0.0.0.107.srec,4.86908,-,'BG95M3LAR02A03_0,'864593055296205,'89460800235135991705,-,-,7.23953,25.4661,,PASS,2022.04.01 18:58:08,SST Denali Nextgen#1,36027,2022.04.01 18:56:31,2022.04.01 18:58:08,'00:01:37,'3,-,OK,OK,OK,4,400,24.78,60.4,OK,-,-,-,-,-,-,'0001070000,
KD59G000C4,application-v0.0.0.107.srec,4.86916,-,'BG95M3LAR02A03_0,'864351059222044,'89460800235135991606,-,-,7.36463,25.3868,,PASS,2022.04.01 18:56:12,SST Denali Nextgen#1,36027,2022.04.01 18:54:33,2022.04.01 18:56:12,'00:01:39,'3,-,OK,OK,OK,4,400,24.61,60.1,OK,-,-,-,-,-,-,'0001070000,
KD59G000M4,application-v0.0.0.107.srec,4.8692,-,'BG95M3LAR02A03_0,'864593055296452,'89460800235135991580,-,-,6.9931,24.0665,,PASS,2022.04.01 18:54:13,SST Denali Nextgen#1,36027,2022.04.01 18:52:33,2022.04.01 18:54:13,'00:01:40,'3,-,OK,OK,OK,4,350,25,59.5,OK,-,-,-,-,-,-,'0001070000,
KD59G000B4,application-v0.0.0.107.srec,4.86915,-,'BG95M3LAR02A03_0,'864351059222465,'89460800235135992554,-,-,7.19622,25.5412,,PASS,2022.04.01 18:52:19,SST Denali Nextgen#1,36027,2022.04.01 18:50:41,2022.04.01 18:52:19,'00:01:38,'3,-,OK,OK,OK,4,310,25.11,58.7,OK,-,-,-,-,-,-,'0001070000,
KD69G001W4,application-v0.0.0.107.srec,4.86901,-,'BG95M3LAR02A03_0,'864593055296460,'89460800235135992547,-,-,7.1893,24.9333,,PASS,2022.04.01 18:48:18,SST Denali Nextgen#1,36027,2022.04.01 18:46:41,2022.04.01 18:48:18,'00:01:37,'3,-,OK,OK,OK,4,364,24.89,60.3,OK,-,-,-,-,-,-,'0001070000,
KD59G001F4,application-v0.0.0.107.srec,4.86914,-,'BG95M3LAR02A03_0,'864593055296270,'89460800235135992521,-,-,7.00747,22.9412,,PASS,2022.04.01 18:46:27,SST Denali Nextgen#1,36027,2022.04.01 18:44:48,2022.04.01 18:46:27,'00:01:39,'3,-,OK,OK,OK,4,359,24.67,60,OK,-,-,-,-,-,-,'0001070000,
KD59G00344,application-v0.0.0.107.srec,4.86905,-,'BG95M3LAR02A03_0,'864351059223299,'89460800235135992539,-,-,7.30174,24.9654,,PASS,2022.04.01 18:50:22,SST Denali Nextgen#1,36027,2022.04.01 18:48:44,2022.04.01 18:50:22,'00:01:38,'3,-,OK,OK,OK,4,292,24.89,59.8,OK,-,-,-,-,-,-,'0001070000,
KD59G001B4,application-v0.0.0.107.srec,4.8692,-,'BG95M3LAR02A03_0,'864351059222168,'89460800235135991788,-,-,7.0589,24.3603,,PASS,2022.04.01 18:24:36,SST Denali Nextgen#1,36027,2022.04.01 18:22:57,2022.04.01 18:24:36,'00:01:39,'3,-,OK,OK,OK,4,280,24.94,60.1,OK,-,-,-,-,-,-,'0001070000,
KD69G00134,application-v0.0.0.107.srec,4.87118,-,'BG95M3LAR02A03_0,'864351059221863,'89460800235135992968,-,-,7.20247,24.2119,,PASS,2022.04.02 08:12:32,SST Denali Nextgen#1,36027,2022.04.02 08:10:53,2022.04.02 08:12:32,'00:01:39,'3,-,OK,OK,OK,4,400,22.39,61.5,OK,-,-,-,-,-,-,'0001070000,
KD69G000E4,application-v0.0.0.107.srec,4.8712,-,'BG95M3LAR02A03_0,'864593055296320,'89460800235135992976,-,-,6.99878,22.3153,,PASS,2022.04.02 08:15:00,SST Denali Nextgen#1,36027,2022.04.02 08:13:21,2022.04.02 08:15:00,'00:01:39,'3,-,OK,OK,OK,4,400,22.61,61.4,OK,-,-,-,-,-,-,'0001070000,
KD69G000J4,application-v0.0.0.107.srec,4.87126,-,'BG95M3LAR02A03_0,'864351059223018,'89460800235135992943,-,-,7.31122,23.0108,,PASS,2022.04.02 08:22:53,SST Denali Nextgen#1,36027,2022.04.02 08:21:14,2022.04.02 08:22:53,'00:01:39,'3,-,OK,OK,OK,4,400,22.5,60.8,OK,-,-,-,-,-,-,'0001070000,
KD69G00074,application-v0.0.0.107.srec,4.86977,-,'BG95M3LAR02A03_0,'864351059221871,'89460800235135992950,-,-,7.18217,23.9419,,PASS,2022.04.02 08:30:47,SST Denali Nextgen#1,36027,2022.04.02 08:29:44,2022.04.02 08:30:47,'00:01:03,'3,-,OK,OK,OK,4,400,22.44,60.5,OK,-,-,-,-,-,-,'0001070000,
KD69G00084,application-v0.0.0.107.srec,4.87127,-,'BG95M3LAR02A03_0,'864351059222838,'89460800235135993073,-,-,7.04583,24.3454,,PASS,2022.04.02 08:20:54,SST Denali Nextgen#1,36027,2022.04.02 08:19:17,2022.04.02 08:20:54,'00:01:37,'3,-,OK,OK,OK,4,400,22.5,61.4,OK,-,-,-,-,-,-,'0001070000,
KD69G00164,application-v0.0.0.107.srec,4.87105,-,'BG95M3LAR02A03_0,'864351059222937,'89460800235135993081,-,-,7.20164,25.8967,,PASS,2022.04.02 08:16:57,SST Denali Nextgen#1,36027,2022.04.02 08:15:20,2022.04.02 08:16:57,'00:01:37,'3,-,OK,OK,OK,4,400,22.44,62.3,OK,-,-,-,-,-,-,'0001070000,
KD69G00044,application-v0.0.0.107.srec,4.87128,-,'BG95M3LAR02A03_0,'864351059222085,'89460800235135993099,-,-,7.02283,23.2428,,PASS,2022.04.02 08:19:02,SST Denali Nextgen#1,36027,2022.04.02 08:17:23,2022.04.02 08:19:02,'00:01:39,'3,-,OK,OK,OK,4,400,22.61,60.7,OK,-,-,-,-,-,-,'0001070000,
KD69G000X4,application-v0.0.0.107.srec,4.87111,-,'BG95M3LAR02A03_0,'864351059222036,'89460800235135992224,-,-,7.17702,23.9116,,PASS,2022.04.02 08:10:33,SST Denali Nextgen#1,36027,2022.04.02 08:08:54,2022.04.02 08:10:33,'00:01:39,'3,-,OK,OK,OK,4,400,22.39,61.5,OK,-,-,-,-,-,-,'0001070000,
KD69G000T4,application-v0.0.0.107.srec,4.8692,-,'BG95M3LAR02A03_0,'864351059222986,'89460800235135992802,-,-,7.21751,24.3756,,PASS,2022.04.01 19:52:20,SST Denali Nextgen#1,36027,2022.04.01 19:50:40,2022.04.01 19:52:20,'00:01:40,'3,-,OK,OK,OK,4,400,24.5,60.5,OK,-,-,-,-,-,-,'0001070000,
KD69G000N4,application-v0.0.0.107.srec,4.86912,-,'BG95M3LAR02A03_0,'864593055296288,'89460800235135992786,-,-,7.26025,27.4145,,PASS,2022.04.01 19:46:52,SST Denali Nextgen#1,36027,2022.04.01 19:45:12,2022.04.01 19:46:52,'00:01:40,'3,-,OK,OK,OK,4,400,24.61,60.5,OK,-,-,-,-,-,-,'0001070000,
KD69G001C4,application-v0.0.0.107.srec,4.86892,-,'BG95M3LAR02A03_0,'864593055296361,'89460800235135992828,-,-,7.16057,24.7703,,PASS,2022.04.01 19:42:32,SST Denali Nextgen#1,36027,2022.04.01 19:40:53,2022.04.01 19:42:32,'00:01:39,'3,-,OK,OK,OK,4,400,24.61,60.1,OK,-,-,-,-,-,-,'0001070000,
KD69G00104,application-v0.0.0.107.srec,4.86913,-,'BG95M3LAR02A03_0,'864593055296130,'89460800235135992810,-,-,7.11221,25.5326,,PASS,2022.04.01 19:48:50,SST Denali Nextgen#1,36027,2022.04.01 19:47:11,2022.04.01 19:48:50,'00:01:39,'3,-,OK,OK,OK,4,400,24.44,60.9,OK,-,-,-,-,-,-,'0001070000,
KD69G00144,application-v0.0.0.107.srec,4.86972,-,'BG95M3LAR02A03_0,'864351059222895,'89460800235135992836,-,-,7.12501,25.2073,,PASS,2022.04.02 08:08:21,SST Denali Nextgen#1,36027,2022.04.02 08:07:19,2022.04.02 08:08:21,'00:01:02,'3,-,OK,OK,OK,4,400,22.33,61.7,OK,-,-,-,-,-,-,'0001070000,
KD69G00194,application-v0.0.0.107.srec,4.86916,-,'BG95M3LAR02A03_0,'864351059222416,'89460800235135992844,-,-,7.31668,24.4855,,PASS,2022.04.01 19:39:03,SST Denali Nextgen#1,36027,2022.04.01 19:37:24,2022.04.01 19:39:03,'00:01:39,'3,-,OK,OK,OK,4,400,24.67,59.8,OK,-,-,-,-,-,-,'0001070000,
KD69G001K4,application-v0.0.0.107.srec,4.8672,-,'BG95M3LAR02A03_0,'864351059222325,'89460800235135992851,-,-,7.3071,26.5261,,PASS,2022.04.01 19:40:32,SST Denali Nextgen#1,36027,2022.04.01 19:39:28,2022.04.01 19:40:32,'00:01:04,'3,-,OK,OK,OK,4,400,24.39,60.3,OK,-,-,-,-,-,-,'0001070000,
KD69G000B4,application-v0.0.0.107.srec,4.86917,-,'BG95M3LAR02A03_0,'864351059222812,'89460800235135992877,-,-,7.02506,24.5695,,PASS,2022.04.01 19:23:20,SST Denali Nextgen#1,36027,2022.04.01 19:21:41,2022.04.01 19:23:20,'00:01:39,'3,-,OK,OK,OK,4,400,25.11,58.7,OK,-,-,-,-,-,-,'0001070000,
KD69G00124,application-v0.0.0.107.srec,4.86913,-,'BG95M3LAR02A03_0,'864351059222945,'89460800235135992869,-,-,7.33355,24.074,,PASS,2022.04.01 19:21:21,SST Denali Nextgen#1,36027,2022.04.01 19:19:42,2022.04.01 19:21:21,'00:01:39,'3,-,OK,OK,OK,4,400,24.83,59.3,OK,-,-,-,-,-,-,'0001070000,
KD69G00154,application-v0.0.0.107.srec,4.8691,-,'BG95M3LAR02A03_0,'864593055296296,'89460800235135992885,-,-,7.21174,24.0514,,PASS,2022.04.01 19:25:25,SST Denali Nextgen#1,36027,2022.04.01 19:23:45,2022.04.01 19:25:25,'00:01:40,'3,-,OK,OK,OK,4,400,24.83,59.7,OK,-,-,-,-,-,-,'0001070000,
KD69G000H4,application-v0.0.0.107.srec,4.8691,-,'BG95M3LAR02A03_0,'864593055296189,'89460800235135992893,-,-,7.22798,24.1795,,PASS,2022.04.01 19:27:24,SST Denali Nextgen#1,36027,2022.04.01 19:25:44,2022.04.01 19:27:24,'00:01:40,'3,-,OK,OK,OK,4,400,25.06,62.8,OK,-,-,-,-,-,-,'0001070000,
