Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JEG9B005M4,Denali_v0100000002.mot 2F1607E1,4.852,53.714,'BG96MAR02A07M1G,'860640052362193,'89460800231121181542,16.19,32.7685305,7.147,25.722,-,PASS,2021.05.12 23:43:44,SST Denali#1(TEST HEAD 1),'5210325006429,71064,2021.05.12 23:37:18,2021.05.12 23:43:44,'00:06:26,'OK,E0022500E41CAEAD,4118827,'0000000007,3.687,OK,OK,OK,1,135,25.17,72.29,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00584,Denali_v0100000002.mot 2F1607E1,4.866,53.489,'BG96MAR02A07M1G,'860640052459734,'89460800231121179421,43.87,32.7694375,6.869,25.929,-,PASS,2021.05.12 16:25:49,SST Denali#1(TEST HEAD 2),'5210325006490,36254,2021.05.12 16:18:09,2021.05.12 16:25:49,'00:07:40,'OK,E0022500E411FA61,4103958,'0000000007,3.657,OK,OK,OK,5,124,26.00,65.42,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00424,Denali_v0100000002.mot 2F1607E1,4.866,53.133,'BG96MAR02A07M1G,'860640052476464,'89460800231121178910,20.44,32.7686697,6.840,24.014,-,PASS,2021.05.13 00:49:05,SST Denali#1(TEST HEAD 2),'5210325006349,71064,2021.05.13 00:41:41,2021.05.13 00:49:05,'00:07:24,'OK,E0022500E4120D24,4117294,'0000000007,3.666,OK,OK,OK,1,115,25.63,70.09,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000K4,Denali_v0100000002.mot 2F1607E1,4.851,52.661,'BG96MAR02A07M1G,'860640052476720,'89460800231121178951,24.11,32.7687902,6.932,28.102,-,PASS,2021.05.12 20:53:13,SST Denali#1(TEST HEAD 3),'5210325006345,71064,2021.05.12 20:47:21,2021.05.12 20:53:13,'00:05:52,'OK,E0022500E411E8E5,4111860,'0000000007,3.680,OK,OK,OK,4,116,25.18,66.53,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00084,Denali_v0100000002.mot 2F1607E1,4.851,52.363,'BG96MAR02A07M1G,'860640052393305,'89460800231121185386,30.58,32.7690020,6.947,26.136,-,PASS,2021.05.12 21:55:11,SST Denali#1(TEST HEAD 3),'5210325006156,71064,2021.05.12 21:47:49,2021.05.12 21:55:11,'00:07:22,'OK,E0022500E41CADEA,4117006,'0000000007,3.674,OK,OK,OK,4,118,25.41,69.17,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00AY4,Denali_v0100000002.mot 2F1607E1,4.849,52.964,'BG96MAR02A07M1G,'860640052440668,'89460800231121184611,21.43,32.7687021,6.793,33.278,-,PASS,2021.05.12 19:16:55,SST Denali#1(TEST HEAD 3),'5210325006464,36254,2021.05.12 19:11:10,2021.05.12 19:16:55,'00:05:45,'OK,E0022500E4152ED1,4106377,'0000000007,3.681,OK,OK,OK,4,120,25.45,67.02,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00AJ4,Denali_v0100000002.mot 2F1607E1,4.851,52.671,'BG96MAR02A07M1G,'860640052379940,'89460800231121181989,10.38,32.7683402,6.842,28.258,-,PASS,2021.05.12 15:25:48,SST Denali#1(TEST HEAD 3),'5210325006184,36254,2021.05.12 15:19:00,2021.05.12 15:25:48,'00:06:48,'OK,E0022500E41D3478,4106388,'0000000007,3.683,OK,OK,OK,3,116,25.87,65.44,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEF9B00AK4,Denali_v0100000002.mot 2F1607E1,4.852,53.691,'BG96MAR02A07M1G,'860640052392976,'89460800231121178514,12.96,32.7684247,6.893,30.586,-,PASS,2021.05.12 20:50:19,SST Denali#1(TEST HEAD 4),'5210325006527,71064,2021.05.12 20:42:36,2021.05.12 20:50:19,'00:07:43,'OK,E0022500E3F77C4E,4112699,'0000000007,3.665,OK,OK,OK,5,185,25.67,65.76,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B001B4,Denali_v0100000002.mot 2F1607E1,4.852,52.396,'BG96MAR02A07M1G,'860640052294628,'89460800231121182250,20.48,32.7686711,6.958,25.515,-,PASS,2021.05.12 20:54:41,SST Denali#1(TEST HEAD 1),'5210325006336,71064,2021.05.12 20:49:07,2021.05.12 20:54:41,'00:05:34,'OK,E0022500E4050C1F,4112137,'0000000007,3.693,OK,OK,OK,4,139,25.24,67.27,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B004X4,Denali_v0100000002.mot 2F1607E1,4.852,52.392,'BG96MAR02A07M1G,'860640052459486,'89460800231121179686,25.36,32.7688309,6.839,26.136,-,PASS,2021.05.13 00:49:14,SST Denali#1(TEST HEAD 3),'5210325005975,71064,2021.05.13 00:41:41,2021.05.13 00:49:14,'00:07:33,'OK,E0022500E415B1DB,4117661,'0000000007,3.654,OK,OK,OK,3,122,25.54,70.81,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005V4,Denali_v0100000002.mot 2F1607E1,4.866,53.124,'BG96MAR02A07M1G,'860640052365204,'89460800231121180148,25.63,32.7688400,6.936,26.757,-,PASS,2021.05.12 21:24:24,SST Denali#1(TEST HEAD 2),'5210325005997,71064,2021.05.12 21:17:02,2021.05.12 21:24:24,'00:07:22,'OK,E0022500E41D6CE0,4114037,'0000000007,3.681,OK,OK,OK,5,128,25.17,67.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00524,Denali_v0100000002.mot 2F1607E1,4.853,52.025,'BG96MAR02A07M1G,'860640052346592,'89460800231121178027,21.61,32.7687082,6.699,28.879,-,PASS,2021.05.13 01:17:04,SST Denali#1(TEST HEAD 1),'5210325006696,71064,2021.05.13 01:10:29,2021.05.13 01:17:04,'00:06:35,'OK,E0022500E3FE7381,4117137,'0000000007,3.666,OK,OK,OK,1,133,25.55,67.75,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00744,Denali_v0100000002.mot 2F1607E1,4.852,52.909,'BG96MAR02A07M1G,'860640052462415,'89460800231121181765,17.02,32.7685577,6.788,26.964,-,PASS,2021.05.13 00:49:04,SST Denali#1(TEST HEAD 1),'5210325005919,71064,2021.05.13 00:41:47,2021.05.13 00:49:04,'00:07:17,'OK,E0022500E3FC2D2B,4118626,'0000000007,3.691,OK,OK,OK,1,130,25.33,71.71,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00964,Denali_v0100000002.mot 2F1607E1,4.851,51.413,'BG96MAR02A07M1G,'860640052301878,'89460800231121183506,29.64,32.7689713,6.702,24.014,-,PASS,2021.05.13 00:01:33,SST Denali#1(TEST HEAD 1),'5210325006233,71064,2021.05.12 23:54:05,2021.05.13 00:01:33,'00:07:28,'OK,E0022500E41FB805,4118220,'0000000007,3.655,OK,OK,OK,2,137,25.16,69.91,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B008D4,Denali_v0100000002.mot 2F1607E1,4.852,52.731,'BG96MAR02A07M1G,'860640052393669,'89460800231121181559,13.35,32.7684374,6.729,28.258,-,PASS,2021.05.13 01:07:05,SST Denali#1(TEST HEAD 4),'5210325006158,71064,2021.05.13 00:59:33,2021.05.13 01:07:05,'00:07:32,'OK,E0022500E4154B8B,4117473,'0000000007,3.673,OK,OK,OK,2,183,25.99,66.73,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B008T4,Denali_v0100000002.mot 2F1607E1,4.852,53.421,'BG96MAR02A07M1G,'860640052338185,'89460800231121177979,27.95,32.7689159,6.856,31.673,-,PASS,2021.05.13 01:18:35,SST Denali#1(TEST HEAD 4),'5210325006547,71064,2021.05.13 01:10:36,2021.05.13 01:18:35,'00:07:59,'OK,E0022500E3FB3A25,4117328,'0000000007,3.655,OK,OK,OK,2,170,26.17,65.96,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007E4,Denali_v0100000002.mot 2F1607E1,4.867,55.716,'BG96MAR02A07M1G,'860640052338102,'89460800231121177987,21.98,32.7687201,7.277,27.533,-,PASS,2021.05.13 01:33:07,SST Denali#1(TEST HEAD 2),'5210325006549,71064,2021.05.13 01:26:43,2021.05.13 01:33:07,'00:06:24,'OK,E0022500E3FB379A,4117155,'0000000007,3.683,OK,OK,OK,2,123,25.70,68.85,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00954,Denali_v0100000002.mot 2F1607E1,4.852,52.894,'BG96MAR02A07M1G,'860640052292564,'89460800231121178647,33.82,32.7691081,6.845,27.585,-,PASS,2021.05.13 01:18:07,SST Denali#1(TEST HEAD 3),'5210325006720,71064,2021.05.13 01:10:46,2021.05.13 01:18:07,'00:07:21,'OK,E0022500E404F716,4116192,'0000000007,3.679,OK,OK,OK,3,115,25.77,67.38,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007Q4,Denali_v0100000002.mot 2F1607E1,4.852,52.687,'BG96MAR02A07M1G,'860640052292226,'89460800231121178639,33.43,32.7690955,6.962,23.858,-,PASS,2021.05.13 01:29:13,SST Denali#1(TEST HEAD 4),'5210325006715,71064,2021.05.13 01:18:46,2021.05.13 01:29:13,'00:10:27,'OK,E0022500E4094EF2,4115332,'0000000007,3.670,OK,OK,OK,1,170,26.37,65.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B008S4,Denali_v0100000002.mot 2F1607E1,4.852,62.462,'BG96MAR02A07M1G,'860640052294362,'89460800231121184553,22.29,32.7687305,6.883,26.394,-,PASS,2021.05.12 21:24:23,SST Denali#1(TEST HEAD 1),'5210325006793,71064,2021.05.12 21:17:11,2021.05.12 21:24:23,'00:07:12,'OK,E0022500E3FBD677,4114410,'0000000007,3.697,OK,OK,OK,4,135,25.14,67.84,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B009G4,Denali_v0100000002.mot 2F1607E1,4.852,53.423,'BG96MAR02A07M1G,'860640052293828,'89460800231121176120,20.57,32.7686740,6.879,24.894,-,PASS,2021.05.12 22:48:37,SST Denali#1(TEST HEAD 4),'5210325006811,71064,2021.05.12 22:40:58,2021.05.12 22:48:37,'00:07:39,'OK,E0022500E3FE5B06,4117470,'0000000007,3.681,OK,OK,OK,4,172,25.81,68.09,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B009E4,Denali_v0100000002.mot 2F1607E1,4.852,54.865,'BG96MAR02A07M1G,'860640052372846,'89460800231121178050,-9.52,32.7676881,6.843,24.117,-,PASS,2021.05.12 22:48:31,SST Denali#1(TEST HEAD 3),'5210325006588,71064,2021.05.12 22:41:03,2021.05.12 22:48:31,'00:07:28,'OK,E0022500E41CA794,4118433,'0000000007,3.683,OK,OK,OK,4,116,25.37,69.01,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005E4,Denali_v0100000002.mot 2F1607E1,4.852,53.446,'BG96MAR02A07M1G,'860640052394667,'89460800231121184090,19.35,32.7686340,6.857,34.934,-,PASS,2021.05.12 23:45:40,SST Denali#1(TEST HEAD 3),'5210325006824,71064,2021.05.12 23:38:12,2021.05.12 23:45:40,'00:07:28,'OK,E0022500E4153F12,4118477,'0000000007,3.682,OK,OK,OK,1,118,25.30,70.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B006A4,Denali_v0100000002.mot 2F1607E1,4.853,53.527,'BG96MAR02A07M1G,'860640052396456,'89460800231121182904,18.55,32.7686080,6.978,25.049,-,PASS,2021.05.13 01:42:17,SST Denali#1(TEST HEAD 1),'5210325006771,71064,2021.05.13 01:37:42,2021.05.13 01:42:17,'00:04:35,'OK,E0022500E405FE0C,4116954,'0000000007,3.663,OK,OK,OK,1,136,25.84,70.66,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00844,Denali_v0100000002.mot 2F1607E1,4.858,53.186,'BG96MAR02A07M1G,'860640052393966,'89460800231121185428,28.25,32.7689257,6.810,34.436,-,PASS,2021.05.13 00:14:03,SST Denali#1(TEST HEAD 4),'5210325006151,71064,2021.05.13 00:06:08,2021.05.13 00:14:03,'00:07:55,'OK,E0022500E41CB46A,4118491,'0000000007,3.693,OK,OK,OK,3,538,24.93,71.61,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005N4,Denali_v0100000002.mot 2F1607E1,4.914,53.637,'BG96MAR02A07M1G,'860640052403559,'89460800231121182938,27.36,32.7688964,6.832,34.902,-,PASS,2021.05.13 01:39:59,SST Denali#1(TEST HEAD 2),'5210325006768,71064,2021.05.13 01:32:06,2021.05.13 01:39:59,'00:07:53,'OK,E0022500E3FDF127,4116187,'0000000007,3.683,OK,OK,OK,2,417,25.30,72.26,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00574,Denali_v0100000002.mot 2F1607E1,4.858,51.988,'BG96MAR02A07M1G,'860640052403526,'89460800231121182953,17.68,32.7685793,6.765,34.747,-,PASS,2021.05.13 01:42:10,SST Denali#1(TEST HEAD 4),'5210325006770,71064,2021.05.13 01:36:57,2021.05.13 01:42:10,'00:05:13,'OK,E0022500E3FDF31A,4117394,'0000000007,3.684,OK,OK,OK,3,573,25.19,73.26,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B005Y4,Denali_v0100000002.mot 2F1607E1,4.849,52.301,'BG96MAR02A07M1G,'860640052467612,'89460800231121177755,17.79,32.7685829,6.874,28.636,-,PASS,2021.05.12 16:56:05,SST Denali#1(TEST HEAD 4),'5210325006712,36254,2021.05.12 16:50:21,2021.05.12 16:56:05,'00:05:44,'OK,E0022500E404FF55,4104432,'0000000007,3.684,OK,OK,OK,4,532,25.66,61.57,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00754,Denali_v0100000002.mot 2F1607E1,4.909,53.511,'BG96MAR02A07M1G,'860640052460104,'89460800231121179306,14.43,32.7684730,6.208,34.592,-,PASS,2021.05.13 00:49:06,SST Denali#1(TEST HEAD 2),'5210325006516,71064,2021.05.13 00:40:28,2021.05.13 00:49:06,'00:08:38,'OK,E0022500E3FBDF4E,4117105,'0000000007,3.681,OK,OK,OK,2,429,25.32,71.13,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B008R4,Denali_v0100000002.mot 2F1607E1,4.891,52.222,'BG96MAR02A07M1G,'860640052364363,'89460800231121181534,13.49,32.7684419,6.936,32.106,-,PASS,2021.05.12 23:52:44,SST Denali#1(TEST HEAD 2),'5210325006435,71064,2021.05.12 23:44:08,2021.05.12 23:52:44,'00:08:36,'OK,E0022500E41F61D6,4118636,'0000000007,3.685,OK,OK,OK,2,391,25.09,70.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00924,Denali_v0100000002.mot 2F1607E1,4.843,53.677,'BG96MAR02A07M1G,'860640052474618,'89460800231121177292,25.67,32.7688410,6.818,33.970,-,PASS,2021.05.13 01:04:21,SST Denali#1(TEST HEAD 3),'5210325006367,71064,2021.05.13 00:57:41,2021.05.13 01:04:21,'00:06:40,'OK,E0022500E3FBCE8D,4116899,'0000000007,3.663,OK,OK,OK,3,356,25.24,69.49,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00914,Denali_v0100000002.mot 2F1607E1,4.870,52.153,'BG96MAR02A07M1G,'860640052366749,'89460800231121182946,24.34,32.7687977,6.928,34.695,-,PASS,2021.05.13 01:40:48,SST Denali#1(TEST HEAD 1),'5210325006676,71064,2021.05.13 01:33:44,2021.05.13 01:40:48,'00:07:04,'OK,E0022500E41CD973,4116897,'0000000007,3.667,OK,OK,OK,2,381,25.99,69.65,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B007N4,Denali_v0100000002.mot 2F1607E1,4.920,51.731,'BG96MAR02A07M1G,'860640052330398,'89460800231121184025,10.55,32.7683457,6.482,33.090,-,PASS,2021.05.13 01:30:01,SST Denali#1(TEST HEAD 2),'5210325006632,71064,2021.05.13 01:22:48,2021.05.13 01:30:01,'00:07:13,'OK,E0022500E41152D7,4117089,'0000000007,3.695,OK,OK,OK,2,428,25.22,71.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00874,Denali_v0100000002.mot 2F1607E1,4.846,54.557,'BG96MAR02A07M1G,'860640052420520,'89460800231121180254,19.74,32.7686469,7.165,31.122,-,PASS,2021.05.12 16:25:02,SST Denali#1(TEST HEAD 4),'5210325006629,81087,2021.05.12 16:18:45,2021.05.12 16:25:02,'00:06:17,'OK,E0022500E4157F70,4104312,'0000000007,3.699,OK,OK,OK,5,562,25.87,65.49,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B001C4,Denali_v0100000002.mot 2F1607E1,4.866,53.205,'BG96MAR02A07M1G,'860640052460476,'89460800231121184496,36.22,32.7691868,6.612,34.902,-,PASS,2021.05.12 21:22:29,SST Denali#1(TEST HEAD 4),'5210325006049,71064,2021.05.12 21:13:15,2021.05.12 21:22:29,'00:09:14,'OK,E0022500E4067A11,4113864,'0000000007,3.683,OK,OK,OK,5,561,24.99,68.65,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00054,Denali_v0100000002.mot 2F1607E1,4.864,52.599,'BG96MAR02A07M1G,'860640052477413,'89460800231121178209,19.24,32.7686303,6.806,24.649,-,PASS,2021.05.12 21:05:07,SST Denali#1(TEST HEAD 4),'5210325006291,71064,2021.05.12 20:58:46,2021.05.12 21:05:07,'00:06:21,'OK,E0022500E41D09BA,4111952,'0000000007,3.683,OK,OK,OK,4,577,25.17,66.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000G4,Denali_v0100000002.mot 2F1607E1,4.870,51.885,'BG96MAR02A07M1G,'860640052365659,'89460800231121176997,23.44,32.7687681,6.760,34.643,-,PASS,2021.05.12 21:04:03,SST Denali#1(TEST HEAD 1),'5210325006652,71064,2021.05.12 20:54:00,2021.05.12 21:04:03,'00:10:03,'OK,E0022500E41F4068,4112185,'0000000007,3.688,OK,OK,OK,5,390,25.57,65.16,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000C4,Denali_v0100000002.mot 2F1607E1,4.836,52.990,'BG96MAR02A07M1G,'860640052345610,'89460800231121181351,13.41,32.7684393,6.903,34.488,-,PASS,2021.05.12 20:49:26,SST Denali#1(TEST HEAD 3),'5210325006061,71064,2021.05.12 20:40:18,2021.05.12 20:49:26,'00:09:08,'OK,E0022500E41F7228,4111888,'0000000007,3.663,OK,OK,OK,4,363,24.96,68.48,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B000D4,Denali_v0100000002.mot 2F1607E1,4.839,52.199,'BG96MAR02A07M1G,'860640052294503,'89460800231121181948,20.84,32.7686828,6.894,32.831,-,PASS,2021.05.12 19:16:54,SST Denali#1(TEST HEAD 3),'5210325006189,81087,2021.05.12 19:13:10,2021.05.12 19:16:54,'00:03:44,'OK,E0022500E409400A,4106480,'0000000007,3.676,OK,OK,OK,4,359,25.10,69.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B004S4,Denali_v0100000002.mot 2F1607E1,4.860,53.458,'BG96MAR02A07M1G,'860640052397082,'89460800231121178845,27.73,32.7689086,6.786,31.640,-,PASS,2021.05.13 01:01:23,SST Denali#1(TEST HEAD 4),'5210325006509,71064,2021.05.13 00:51:49,2021.05.13 01:01:23,'00:09:34,'OK,E0022500E3FDA747,4115678,'0000000007,3.673,OK,OK,OK,2,571,25.33,69.88,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00554,Denali_v0100000002.mot 2F1607E1,4.858,53.121,'BG96MAR02A07M1G,'860640052392711,'89460800231121178977,14.82,32.7684856,7.168,30.397,-,PASS,2021.05.13 00:40:43,SST Denali#1(TEST HEAD 4),'5210325006532,71064,2021.05.13 00:31:11,2021.05.13 00:40:43,'00:09:32,'OK,E0022500E3FC3A53,4118108,'0000000007,3.678,OK,OK,OK,2,551,25.10,72.78,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00464,Denali_v0100000002.mot 2F1607E1,4.847,53.379,'BG96MAR02A07M1G,'860640052477520,'89460800231121183399,40.08,32.7693133,6.752,34.333,-,PASS,2021.05.13 00:40:27,SST Denali#1(TEST HEAD 3),'5210325006303,71064,2021.05.13 00:31:07,2021.05.13 00:40:27,'00:09:20,'OK,E0022500E415BADF,4118045,'0000000007,3.691,OK,OK,OK,2,356,24.98,72.70,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B006Q4,Denali_v0100000002.mot 2F1607E1,4.847,52.787,'BG96MAR02A07M1G,'860640052294982,'89460800231121182771,15.01,32.7684920,6.811,30.190,-,PASS,2021.05.12 16:31:35,SST Denali#1(TEST HEAD 4),'5210325006334,81087,2021.05.12 16:25:24,2021.05.12 16:31:35,'00:06:11,'OK,E0022500E3FC2568,4103494,'0000000007,3.672,OK,OK,OK,5,555,25.90,64.31,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00334,Denali_v0100000002.mot 2F1607E1,4.865,53.672,'BG96MAR02A07M1G,'860640052356336,'89460800231121435740,21.82,32.7687151,7.054,30.811,-,PASS,2021.05.13 01:58:33,SST Denali#1(TEST HEAD 1),'5210325005668,71064,2021.05.13 01:51:04,2021.05.13 01:58:33,'00:07:29,'OK,E00225018B6BF680,4114933,'0000000007,3.691,OK,OK,OK,2,370,25.85,72.25,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00384,Denali_v0100000002.mot 2F1607E1,4.840,54.183,'BG96MAR02A07M1G,'860640052398213,'89460800231121437894,31.18,32.7690218,6.916,30.552,-,PASS,2021.05.13 02:09:30,SST Denali#1(TEST HEAD 3),'5210325005672,71064,2021.05.13 02:03:00,2021.05.13 02:09:30,'00:06:30,'OK,E00225018B6DEC12,4114362,'0000000007,3.661,OK,OK,OK,2,344,25.48,71.53,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B003A4,Denali_v0100000002.mot 2F1607E1,4.866,53.179,'BG96MAR02A07M1G,'860640052348630,'89460800231121437100,32.52,32.7690656,6.888,31.018,-,PASS,2021.05.13 02:08:58,SST Denali#1(TEST HEAD 1),'5210325005762,71064,2021.05.13 02:02:37,2021.05.13 02:08:58,'00:06:21,'OK,E00225018B6E3097,4114811,'0000000007,3.666,OK,OK,OK,2,357,26.19,68.24,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B003F4,Denali_v0100000002.mot 2F1607E1,4.841,52.878,'BG96MAR02A07M1G,'860640052321660,'89460800231121435989,25.23,32.7688267,6.713,31.226,-,PASS,2021.05.13 01:59:32,SST Denali#1(TEST HEAD 3),'5210325005701,71064,2021.05.13 01:51:21,2021.05.13 01:59:32,'00:08:11,'OK,E00225018B6CA62D,4115393,'0000000007,3.680,OK,OK,OK,1,355,25.25,74.43,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
JEG9B00504,Denali_v0100000002.mot 2F1607E1,4.867,52.846,'BG96MAR02A07M1G,'860640052379858,'89460800231121184272,25.96,32.7688505,6.720,34.747,-,PASS,2021.05.13 01:04:10,SST Denali#1(TEST HEAD 1),'5210325006166,71064,2021.05.13 00:57:42,2021.05.13 01:04:10,'00:06:28,'OK,E0022500E42361D0,4116388,'0000000007,3.682,OK,OK,OK,2,404,25.79,67.94,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0100000002,
